title,content,link
Afghanistan must participate in future climate talks: Taliban,"An Afghan environment official on Sunday said the country must be allowed to participate in future global climate talks, after returning from COP29 in Baku where Taliban officials attended for the first time. The Afghan delegation were invited as ‘guests’ of the Azerbaijani hosts, not as a party directly involved in the negotiations. It was the first time that an Afghan delegation had attended since the Taliban swept to power in August 2021, having failed to get an invite to the past two Conference of the Parties held in Egypt and the United Arab Emirates. ‘Afghanistan must participate in such conferences in the future,’ said Matiul Haq Khalis, the director general of Afghanistan’s National Environmental Protection Agency, at a press conference on Sunday. He described Afghanistan’s attendance last month at the talks as a ‘big achievement’. ‘We participated in the conference this year so that we could raise the voice of the nation about the issues we are facing, what the needs of the people are, we must share these things with the world.’ He said the Afghan delegation had meetings with ‘19 different organisations and governments’, including with delegations from Russia, Qatar, Azerbaijan and Bangladesh. Afghanistan is among the countries most vulnerable to global warming, despite minimal emissions, and the Taliban government have argued that their political isolation should not bar them from international climate talks. The government has imposed an austere version of sharia Islamic law since taking power, severely restricting women’s participation in public life in what the United Nations has called a ‘gender apartheid’. Among the poorest countries in the world after decades of war, Afghanistan is particularly exposed to the effects of climate change, which scientists say is spurring extreme weather including prolonged drought, frequent floods, and declining agricultural productivity. The United Nations has also called for action to help Afghanistan build resilience and for the country’s participation in international talks. Developed countries have committed to providing $100 billion per year in climate finance through 2025 to help developing nations prepare for worsening climate impacts and wean their economies off fossil fuels.",https://www.newagebd.net/post/south-asia/251760/afghanistan-must-participate-in-future-climate-talks-taliban
3-day Bangladesh energy prosperity conference to begin Dec 11,"A three-day conference titled Bangladesh Energy Prosperity 2050 will begin on December 11. Bangladesh Working Group on Ecology and Development announced on Sunday that the conference will focus on five thematic areas – policy coherence, financial access, institutional reform, regional and global cooperation and social and environmental reform. This is the second BEP conference where over a dozen foreign energy experts are expected to participate along with experts from Bangladesh. Around 300 people are expected to join the event. ‘The vision of the conference is to create an open space for multi-stakeholder dialogue that will obtain Bangladesh’s maximum energy prosperity,’ BWGED member secretary Hasan Mehedi said. Bangladesh requires meticulously crafted energy plans and policies aligning with achieving 40 per cent renewable energy by 2041, he said, to safeguard national security and economic sovereignty. The event, divided into 14 sessions, will be co-organised by 20 organisations. The conference will be held at the BIAM Foundation.",https://www.newagebd.net/post/power-energy/251759/3-day-bangladesh-energy-prosperity-conference-to-begin-dec-11
CPB holds countrywide national flag procession,"Communist Party of Bangladesh leaders on Sunday at a rally said that the spirit of the liberation war of 1971 has not yet been implemented. They demanded the materialisation of the spirit during the rally held before their flag procession brought out from in front of its central office at Purana Paltan in the capital. They said that a scope has been created in this regard under the interim government following fascist Sheikh Hasina government’s fall on August 5 amid student-people movement. CPB president Mohammad Shah Alam called on the interim government to take steps to implement the spirits of the liberation war and also spirits of the student-people movement. The flag procession ended in front of Shikha Chhirantan in Suhrawrdy Udyan. In Khulna, CPB general secretary Ruhin Hossain Prince said, ‘We must work for the implementation of discrimination-free society according to the spirits of the students-people movement. He was speaking at a rally at Picture Palace crossing in Khulna city followed by a national flag procession that ended at Hadis Park.",https://www.newagebd.net/post/politics/251758/cpb-holds-countrywide-national-flag-procession
"JU students protest at admission quota, demand reforms","A group of Jahangirnagar University students staged a demonstration on JU campus, calling for reforms to what they described as a discriminatory quota system in university admissions, on Sunday. Under the banner of ‘Save the Mass Uprising Movement’, the protesters formed a human chain in front of the university’s administrative building at noon. They also submitted a three-point demand to the administration, urging immediate changes to the existing quota distribution system. Their demands are abolition of the vice-chancellor quota, removal of the freedom fighters’ grandchildren quota and rational reform of the employee dependents quota. Protesters criticised the VC quota for allowing admissions based on recommendations, calling it an undue privilege that undermines merit-based selection. They argued that freedom fighters’ quota was outdated and perpetuated inequality in the admission process. They also called for a review and restructuring of employee quota to ensure fairness and logical application. Abdur Rasid Jitu, coordinator of the platform, stated that they demanded a merit-based admission system that was inclusive and eliminated outdated practices favouring select groups. Leaders of the platform emphasised the importance of meritocracy in education and called for an inclusive and fair system that provided equal opportunities for all students, irrespective of their backgrounds. The protest has sparked widespread discussion about the fairness of university admission policies across the country, including at Rajshahi University and Islamic University in Kushtia. The JU administration has yet to issue a response to the demands.",https://www.newagebd.net/post/country/251757/ju-students-protest-at-admission-quota-demand-reforms
Public engagement stressed to prevent dengue,"Entomologists and public health experts on Sunday said that there was no alternative to public engagement in preventing dengue which had been taking heavy toll on people. The National Institute of Preventive and Social Medicine organised a public awareness programme at its office in the capital’s Mohakhali and held a campaign procession marching from the office to nearby areas to create awareness and engage people, said a press release. NIPSM director professor Md Ziaul Islam inaugurated the programme as its chair in the morning. He said that without the cooperation of all stakeholders dengue prevention was not possible. Later, four groups of people visited households and public establishments in the area to raise awareness about the aedes breeding spots and the ways to eradicate the mosquito. Leaflets were also distributed among people in Mohakhali. NIPSOM’s entomology department head professor Md Golam Sharower said that public awareness and involvement must in destroying the breeding grounds of Aedes mosquito.",https://www.newagebd.net/post/country/251756/public-engagement-stressed-to-prevent-dengue
Metro on the brink of win against Chattogram,"Dhaka Metro were on the brink of victory in their final-round match of the National Cricket League against Chattogram after reducing them to 173-6, leading by 65 runs on Day 2 at the Shaheed Kamruzzaman Stadium in Rajshahi on Sunday. Metro imposed a 108-run lead by scoring 268 in response to Chattogram’s 160 in the first innings, courtesy of Aich Mollah’s 57 and three forty-plus knocks from Naim Sheikh (42), Anisul Islam (45), and Shamsur Rahman Shuvo (42). In the second Innings, Chattogram’s batting faltered yet again against the bowling of Abu Haider Rony (4-41) and Arif Ahmed (2-55), who grabbed two. Nayeem Hasan and Ahmed Sharif were batting on 34 and eight runs, respectively, before the bails were drawn due to bad light. With Sylhet already emerging as champions, if Metro can secure eight points from this match, they will have an unlikely chance of securing the second spot with a tally of 29 points. Unless Dhaka Division, currently in second place with 25 points, can force a result against Barishal. Rony Talukdar struck a ton as Dhaka posted 303-8, taking a narrow lead of 14 runs against Barishal at stumps at the Shaheed Chandu Stadium in Bogra. Right-handed Rony faced 202 deliveries to score 112 runs, which included 16 boundaries and a six. He was the last wicket to fall on the day, caught by Sohag Gazi off a delivery by Moinul Islam. Mojammel Hasan Shakil (2-62) scalped the most for Barishal, who are struggling at the bottom of the points table. Earlier, half-centuries from Sohag Gazi (78) and Fazle Mahmud Rabbi (64) saw Barishal post 289 runs. Meanwhile, the match of current third and fourth position holders Rangpur and Khulna were hit by rain at the Sheikh Abu Naser Stadium in Khulna and was rolling towards an expected draw. Rain spoilt the opening day, allowing only 25 overs, while the second day saw a total of 44 overs as Khulna reached 240-7. Opener Anamul Haque Bijoy made 90 off 142 balls, supported by skipper Mohammad Mithun’s 89 in 146 balls, laced with 10 boundaries and two sixes. Mukidul Islam Mugdho, Ariful Haque, and Nobin Islam each took two wickets apiece for Rangpur. In another match, Rajshahi reached 70-3, leading by 84 runs against champions Sylhet at the Zahur Ahmed Chowdhury Stadium. Meherob Hasan top-scored with 32 runs, and Habibur Rahman made 28. Earlier, Rajshahi dismissed Sylhet for 212 runs, taking a lead of 14 runs; left-arm spinner Nihad Uz Zaman claimed 4-61.",https://www.newagebd.net/post/cricket/251755/metro-on-the-brink-of-win-against-chattogram-
Victory procession held on DU campus,"The administration of Dhaka University on Sunday staged a victory procession marking the month of victory on the campus of the university. The DU vice-chancellor Professor Niaz Ahmad Khan inaugurated the procession releasing pigeons and balloons on the campus. The university’s pro-VC for administration Professor  Sayema Haque Bidisha, proctor Saifuddin Ahmed, senate and syndicate members, deans of various faculties, provosts of different halls, directors of various institutes, chairpersons of various departments, students, alumni, staff, and employees, among others, participated in the rally. Led by the VC, the rally started from the basement of Aparajeyo Bangla, and ended on the Memory Eternal premises. On the occasion, Niaz Ahmad Khan delivered a brief speech paying respect to the eternal memory of the martyrs who sacrificed their lives in the War of Independence. He stated that the celebration of this year’s victory month held immense significance in light of the recent mass uprising of students and the public. Recalling the contributions of those who led various mass movements for people’s rights and those who sacrificed their lives in the July-August uprising, he said, ‘There is no scope for us to turn back. We are determined to continue this trajectory of victory.’ The rally concluded with the performance of national anthem and patriotic songs under the supervision of the DU music department.",https://www.newagebd.net/post/country/251754/victory-procession-held-on-du-campus
Bangladesh a win away from Junior Hockey World Cup,"Bangladesh Under-21 hockey team’s dream of a semi-final berth in the Men’s Junior Asia Cup 2024 was dashed when they were held to a 1-1 draw by China in their final Pool B match at the Al Amerat Hockey Stadium in Muscat, Oman, on Sunday. Though Bangladesh’s hoped for a final-four spot were dashed, their dream of qualifying for the FIH Hockey Men’s Junior World Cup for the first time remained alive, as the top six teams from this competition will advance to the Junior World Cup. On Tuesday, Bangladesh will play Thailand, who finished fourth in Pool A, in one of the two fifth-to-eighth place deciders, while China will face South Korea, who finished fourth in Pool A. A win over Thailand will put Bangladesh in the Junior Hockey World Cup 2025 to be held in India. Against China, Bangladesh got the lead in the 41st minute when Mohammad Ali scored a field goal while Yubo Wang restored the parity scoring from the penalty corner in the 45th minute. Bangladesh finished with five points from four games, including a 2-2 draw against Malaysia after a 6-0 loss to Pakistan and a 3-1 victory against Oman in their first encounter. Pakistan (12 points) and Malaysia (seven points) advanced to the semi-finals as Pool B winners and runners-up, respectively. Pakistan defeated Malaysia 4-1 in the day’s other Pool B final match.",https://www.newagebd.net/post/hockey/251753/bangladesh-a-win-away-from-junior-hockey-world-cup
Bangladesh U-19 team storms into semi-final,"Bangladesh Under-19 cricket team stormed into the semi-finals of the ACC Under-19 Asia Cup with a crushing five-wicket win over Nepal in their second group-stage match at the Dubai International Cricket Stadium on Sunday. Zawad Abrar and captain Azizul Hakim Tamim both scored half-centuries to help Bangladesh chase down a target of 142 runs in just 28.4 overs. Opting to bowl first, bowlers led by Al Fahad, Iqbal Hossain Emmon, and Rizan Hossan all took two wickets each to bowl out Nepal for just 141 runs in 45.4 overs. Akash Tripathi top-scored with 43 off 77, while Uttam Magar and Abhishek Tiwari contributed 29 runs each for Nepal. No other batsman managed to reach double figures. In reply, Bangladesh got off to a solid start with opener Zawad smashing 59 runs off 65 balls, and last-match’s centurion, Tamim, carried his rich vein of form to hit an unbeaten 52 off 71 balls to guide the team to victory. Yuvraj Khatri was the standout bowler for Nepal with 4-23. Bangladesh romped to a 45-run win against Afghanistan in their first match. The junior Tigers will face Sri Lanka in their last group-stage match on December 3.",https://www.newagebd.net/post/cricket/251752/bangladesh-u-19-team-storms-into-semi-final
Shakib still in Champions Trophy plans: BCB boss,"Bangladesh Cricket Board president Faruque Ahmed stated that all-rounder Shakib al Hasan was still part of their plans for the forthcoming ICC Champions Trophy 2025. Speaking to the media during the ‘Youth Festival 2025’ event on Sunday, Faruque acknowledged the challenges for Shakib to represent the national team while being abroad but remained hopeful for his return. ‘Shakib is still on the list, and we hope that the way he wants it, if there is a solution, then definitely he still possesses the capability to play for the national team. But in this way, it’s not easy to play from outside the country,’ Faruque told the media. Shakib was advised not to return to the country after the cricketer wanted to play his farewell Test at home against South Africa; he also missed the Afghanistan series in the UAE in November. The all-rounder’s participation in the West Indies ODIs also appears unlikely, as the president emphasised that representing the national team while staying outside the team’s environment is difficult. ‘Playing for a franchise and playing for the country are not the same. You need preparation and being able to gel with the team,’ Faruque said. ‘Since he can’t do those things, he is not in a big mental state to play for the country. Because of that, we have left this thing up to him on what he wants to think.’ The BCB president added that Shakib’s participation in the upcoming BPL depends on the law enforcement agencies and the justice system. ‘Actually, I can’t say much about it. If you keep asking me about it, it’s embarrassing. I want him to play. But the whole thing—the reasons why he can’t come—it’s not related to the board. The law enforcement agencies, courts, they have to mention it,’ he added.",https://www.newagebd.net/post/cricket/251751/shakib-still-in-champions-trophy-plans-bcb-boss
