title,content,link
"Flawed, wholesale cases may hinder justice","The filing of flawed and wholesale cases over the murders of and attacks on protesters during the student-people uprising is likely to hinder justice and pave the way for perpetrators to escape punishment. Police headquarters officials said that over 2,500 cases were filed over the incidents of murders and attacks during the mass uprising till mid-November. They also said that about 8,000 people were arrested in mass uprising cases till October 31. The investigation into the cases excepting those filed with the International Crimes Tribunal remains slow in three months and a half of the ouster of the regime of Sheikh Hasina by the uprising on August 5. The flaws in cases include naming people who have died or are living out of the country, showing people alive as killed during the uprising and many more inconsistencies, said law enforcement officials dealing with the cases. In some cases, the plaintiffs do not know the people named in the cases and allegations have it that some students and political people have prepared the complaints to frame their opponents. ‘I do not know the people named in the case as students and lawyers drafted the complaint and I was asked to put my signature on it,’ said Abdul Matin, the father of schoolboy Abdul Motalib, who was allegedly killed in police firing at Jigattala in the capital on August 4. Matin filed the case with the Dhanmandi police station against 176 people, including deposed prime minister Sheikh Hasina, former home minister Asaduzzaman Khan, former jute and textile minister Jahangir Kabir Nanak and former shipping minister Shajahan Khan, on August 26. Matin alleged that neither Zainul Haque Sikder  Women’s Medical College and Hospital provided him with a death certificate nor the police ensured the postmortem examination after more than three months of his son’s death. Matin, a day labourer, said that police officers told him that the body of his son Motalib, a Class VIII student of Moneshwar Government Primary School at Hazaribagh, would be exhumed after the rainy season. ‘I informed the investigation officer about a month ago but he did not contact me so far,’ he added. Home adviser retired lieutenant general Jahangir Alam Chowdhury said, ‘We are taking necessary legal steps so that no false or fictitious case is filed.’ After the 4th advisory council meeting on law and order on November 24, he also said that the government formed a committee to prevent harassment of the people named in false cases. On November 13, law adviser Asif Nazrul said that it was embarrassing for the interim government that dubious and unsubstantiated cases were being filed. He said that they had sought advice from the Judiciary Reform Commission to address the issues legally. Bangladesh Nationalist Party Dutpara union unit general secretary Nurul Amin filed a murder case with the Araihazar police station on August 22 accusing deposed prime minister Sheikh Hasina and 130 others. The plaintiff accused Hasina and 130 others of killing Md Babul Mia, 49, during the mass uprising on August 4, although Babul died of a stroke at DKMC Hospital Ltd at Rupganj on June 3. The deceased Babul Mia, was a driver’s assistant at Meghla Paribahan and then became the owner of three buses of the company. Before death, Babul Mia was reportedly campaigning as a candidate for the BNP’s labour body Sramik Dal’s Araihazar upazila unit president. ‘My husband fell sick in the morning on June 3, we took him to the DKMC Hospital where he died on the day and the hospital doctors declared that he died of a stroke,’ victim’s wife Monira Sarker said. She said that she did not know Nurul Amin, 43, who filed the case. Araihazar police station officer-in-charge Md Enayet Hossian said that they were investigating the case. ‘Anyone can file a case but we can say if it is false or not  after investigation,’ he added. An attempt to murder case has been filed against 180 people, including Supreme Court lawyer and rights organisation Ain o Salish Kendra chairman ZI Khan Panna, for an attack on a youth, Ahadul Islam, on July 19. Ahadul’s father Md Baker filed the case with the Khilgaon police station in Dhaka on October 17. On October 21, Baker, however, petitioned Khilgaon police station officer-in-charge Md Daud Hossain requesting him to drop Panna from the case amid huge criticisms. Baker, hailed from Mehendiganj in Barishal, claimed that the Supreme Court lawyer was mistakenly implicated in the case due to the former’s ignorance. The officer-in-charge instructed subinspector Imran Hossain to take appropriate steps. The senior lawyer also secured an anticipatory bail in the case on October 21. Supreme Court lawyer and rights activists Sara Hossain said that vexatious cases were being filed by individuals and private parties, but state agencies — police and courts — kept processing arrests, rejecting bail and remanding people in custody. ‘We have seen such misrule under many different administrations but this is the time to make a change from the past, not to repeat what has been done before,’ said Sara. She suggested that a high-level body should be established by the government with experts to oversee the process of justice and accountability for the cases relating to the uprising. ‘This means curbing the filing of wholesale cases, ensuring investigation by an independent and high-level team, scrutinising the cases to screen out vexatious cases, establishing a policy and priorities for prosecution,’ she added. Three deceased Awami League leaders — Cumilla south city AL former forest and environment affairs secretary Abdul Momin, its former agriculture affairs secretary Md Kamal Uddin Majumdar, and former member Wahidur Rahman Farid — have been accused of attack on the recent anti-discrimination student protests in Cumilla. Comilla Sadar south model police station officer-in-charge Mohammad Rafiqul Islam said, ‘The matter will be investigated and If deceased people are found to be named in the case, they will be dropped.’ Student Movement Against Discrimination coordinator and Cumilla University student Md Emran filed the case against 96 people, including former finance minister AHM Mustafa Kamal’s younger brother and former upazila chairman Golam Sarwar and former upazila chairman Abdul Hai Bablu as prime accused. Abu Sayeed, son of Abdul Momen who died on June 24 after being hit by a train, said, ‘My father died in June and how could he participate in the August 4 attack?’ Kamal Uddin Mazumder died of a heart attack on July 11, 2023, his neighbour Aminul Islam said, terming prosecution of a dead person  highly reprehensible. Farhad, son of Wahidur Rahman Farid, said that his father died of kidney disease in September 2023. ‘It is extremely unfair to name a man who died a year ago in a case for an incident taking place a year later,’ he said. The police arrested Kulsum Begum on November 21 on the charge of filing a false case claiming her husband’s death during the mass uprising. Kulsum filed the murder case against 130 people with the Dhaka Chief Judicial Magistrate Court on October 24, claiming that her husband Al Amin, 34, was shot dead while taking part in a procession at Ashulia on August 5. A team of Ashulia police station, acting on a tip-off, arrested Kulsum and two of her accomplices Ruhul Amin and Shafikul Islam in Cox’s Bazar on Thursday. Ashulia police station recorded a first information report over the complaint on November 8. The Police Headquarters assistant inspector general Enamul Haque Sagar urged people not to worry about false cases and innocent people would not be charged or arrested. Asked about the slow pace in the investigation, Enamul said, ‘We are conducting the investigations slowly to ensure a proper investigation. We want to ensure justice for the victims and punishment for the perpetrators.’ Professor Muhammad Yunus-led interim government took oath on August 8 following Sheikh Hasina resigned and fled to India amid student mass uprising on August 5. Many perpetrators in the uprising, including Awami League and its associate bodies leaders and activists, police and bureaucrats are still in hiding.",https://www.newagebd.net/post/country/251673/flawed-wholesale-cases-may-hinder-justice
"Full list of martyrs, injured people’s treatment demanded","People injured in the student-led July-August mass uprising, academics and other speakers on Saturday demanded a full list of those martyred in the movement. They also demanded timely treatment and rehabilitation for the injured. Their call on the government came at a rally organised by the ‘Children and guardians forum’ at Central Shaheed Minar in the capital. The families of the martyred and the injured in the uprising attended the rally. Presiding over the event, economist Anu Muhammad said that the government’s top priorities should have been preparing a complete list of those killed along with the rehabilitation and treatment of the injured, reducing the prices of essentials and restructuring of the law enforcement agencies. ‘But the government has failed in all these areas, undermining the core aspirations of the mass uprising,’ he said, urging the government, which took charge after the Sheikh Hasina-led Awami League regime fell on August 5, to take more significant steps to address these issues. Emphasising the urgency of preparing the complete list of martyrs and injured individuals, the professor said, ‘In 53 years, we have failed to create an accurate list of 1971 freedom fighters. Many died without any state recognition. We cannot let this happen again with the July-August movement.’ Addressing the event as the chief guest, Sharmeen Murshid, adviser to the Ministry of Women and Children Affairs and the Ministry of Social Welfare, admitted that the complete list of martyrs had yet to be finalised. The adviser also admitted possible shortcomings in the government efforts to ensure proper treatment of the injured, but asserted that there was no lack of effort from the government’s end in this regard. She requested the injured individuals to form a committee of up to 25 people and meet with the government to discuss ways forward to ensure their treatment and rehabilitation. At the event, injured individuals also shared their stories, describing how they were tortured and falsely arrested by the now ousted Awami League regime during the movement. Bangladesh Nationalist Party standing committee member Abdul Moyeen Khan and Jahangirnagar University pro vice-chancellor Sohel Ahmed also spoke at the programme. According to the latest government data, around 1,500 students, workers and citizens lost their lives during the July uprising, with 19,931 others injured.",https://www.newagebd.net/post/country/251671/full-list-of-martyrs-injured-peoples-treatment-demanded
5 injured as bus plunges into Banasree canal,"At least five people were injured as a passenger bus overturned and fell into a roadside canal in Meradia area of Banasree in Dhaka on Saturday. The identities of the injured could not be known immediately. Khilgaon police station officer-in-charge Md Daud Hossain said that the accident occurred at about 6:00pm as a passenger bus of Alif Paribahan fell into the roadside canal. ‘We found five people injured in the accident so far. Further information can be given after recovering the bus from the canal,’ the police official added. Police and fire service were working at the scene to rescue the vehicle from the canal, he said, adding that the five injured were sent to Farazy Hospital. After being informed, a fire service unit rushed to the spot at about 6:00pm, said Rozina Akhter, duty officer of the fire service and civil defense control room. The unit was at the scene as of 8:30pm to rescue the bus, she added.",https://www.newagebd.net/post/country/251670/5-injured-as-bus-plunges-into-banasree-canal
"Suborna Mustafa, husband not allowed to fly aboard","Awami League’s former lawmaker for reserved seat for women actress Suborna Mustafa and her husband filmmaker Badrul Anam Saud were barred from flying aboard at Hazrat Shahjalal International Airport in Dhaka on Saturday morning. Confirming the matter to New Age, Special Branch chief Khondaker Rafiqul Islam said that Suborna Mustafa was barred to fly as she was listed among fascist Awami League government’s collaborators. ‘Suborna is not accused in any case.  But, immigration authorities halted her as she was listed as a collaborator of Sheikh Hasina,’ said Khondaker, also an additional inspector general of police. Actress Suborna Mustafa has been involved in AL politics for a long time. Suborna served as a lawmaker of the Bangladesh Awami League between 2019 and 2024. Suborna, however, could not be reached over the phone for her comments despite repeated attempts.",https://www.newagebd.net/post/politics/251669/suborna-mustafa-husband-not-allowed-to-fly-aboard
Woman’s bullet-hit body found on Dhaka-Maowa expressway,"The police recovered a woman’s bullet-riddled body lying on the Bangabandhu Expressway in Srinagar upazila of Munshiganj on Saturday morning. The deceased is Shahida Begum, 22, a resident of Mymensingh who was living with her family in Dhaka’s Wari area. Confirming the matter, Srinagar police station officer-in-charge Kaiyum Uddin Chowdhury said that miscreants must have shot at the woman and left her on the road. Five bullet shells were recovered from the side of the dead body, he said. ‘The police started investigating the incident by collecting footage from surrounding areas,’ he added. Local people informed the police after seeing the body on the Dogachi service road in Srinagar at about 8:00am on Saturday. Local people said that the woman was seen walking on the road with a young man on Saturday morning before her body was found on the road. Victim’s brother Md Jasim said that Shahida left home at about 11:00pm on Friday. Victim’s mother Jarina Begum alleged that a person Shahida used to go out with murdered her.",https://www.newagebd.net/post/country/251668/womans-bullet-hit-body-found-on-dhaka-maowa-expressway
Aid workers killed in Gaza,"Gaza’s civil defence agency said three aid workers were killed in an Israeli air strike in the Hamas-run territory on Saturday but the Israeli army said it killed a ‘terrorist’. The agency said the aid workers killed were Palestinian employees of World Central Kitchen. The US aid group did not immediately respond to AFP requests for comment. The Israeli army said it had ‘struck a vehicle with a terrorist that took part in the murderous October 7 massacre’, referring to militant group Hamas’s unprecedented attack on Israel last year. ‘The claim that the terrorist was simultaneously a WCK worker is being examined,’ it added in a statement. Civil defence agency spokesman Mahmud Bassal said the bodies of ‘at least five dead were transported (to hospital), including (those of) the three employees of World Central Kitchen’. ‘All three men worked for WCK and they were hit while driving in a WCK jeep in Khan Yunis,’ Bassal said, adding that the vehicle had been ‘marked with its logo clearly visible’. The Israeli army insisted its strike in the main southern city hit ‘a civilian unmarked vehicle and its movement on the route was not coordinated for transporting of aid’. In April, an Israeli air strike killed seven WCK staff—an Australian, three Britons, a North American, a Palestinian and a Pole. Israel said it had been targeting a ‘Hamas gunman’ in that strike but the military admitted a series of ‘grave mistakes’ and violations of its own rules of engagement. Meanwhile, the Israeli military said it carried out strikes against Hezbollah on Saturday after detecting activity in southern Lebanon ‘that posed a threat’ days into a ceasefire. The truce, which was intended to end more than a year of cross-border hostilities and two months of open warfare between Israel and Hezbollah, began early on Wednesday morning. As part of the terms of the deal, the Lebanese army and UN peacekeepers will deploy in southern Lebanon as the Israeli army withdraws over a period of 60 days.",https://www.newagebd.net/post/middle-east/251667/aid-workers-killed-in-gaza
Dr Kamal wants nat’l dialogue for country’s democratic transition,"Gonofourm’s emeritus president Dr Kamal Hossain on Saturday stressed the need for a national dialogue for the democratic transition of the country. He made the call while chairing the inaugural session of the party’s 7th national conference at the Institution of Engineers auditorium in the capital for the unification of the party’s two factions. Kamal Hossain said that scope was created for the democratic transition of the country after the fall of the fascist Sheikh Hasina regime amid a student-led mass uprising on August 5. ‘For this, we must continue to work for national unity and require to hold a national dialogue among the political parties, organisations and the civil society people,’ Dr Kamal said. ‘We must resist the evil forces that are trying to foil the achievements of the students-mass uprising,’ Dr Kamal Hossain said. Addressing the session, leaders of different political parties stressed the need to forge national unity for the implementation of the spirit of the recent student-led mass movement. Bangladesh Nationalist Party standing committee member Amir Khasru Mahmud Chowdhury said that the agents of the fascist Sheikh Hasina government were hatching conspiracy to foil the achievements of the uprising. ‘We must resist the conspiracies and introduce democratic rule in the country after holding a free, fair and credible general election,’ Amir Khasru said. Gonoforum coordination committee chairman MostofaMohsinMontu said that political parties should uphold the national unity until the implementation of the spirit of the student-mass uprising. Communist Party of Bangladesh’s former president Mujahidul Islam Selim said that the main task of the interim government was holding a free, fair and credible national election for the democratic transition of the country. He proposed the formation of a national front comprising left and democratic political parties and taking part in the next election jointly. Socialist Party of Bangladesh adviser Khalequzzaman said that the people of the country were waiting for the country’s early democratic transition. He said that an elected government would perform detailed reforms of the ruling system and the constitution. Revolutionary Workers Party general secretary SaifulHuq called on the interim government to announce a roadmap for the next national election immediately. Co-chairmen of the coordination committee SM AltafHossain, SubrataChowdhury, Bangladesh Jasod general secretary NazmulHaqueProdhan, among others, also spoke. Shahidul Islam Bhuiyan, father of Mohammad Farhanul Islam Bhuiyan who embraced martyrdom during the uprising, inaugurated the national conference. Gonoforum was formed in 1993. It witnessed splits two years ago and the factions are scheduled to be unified again in the national conference. The opening session was followed by a council session in the auditorium where a 151- member central committee was formed. Dr Kamal Hossain was elected emeritus president, Mostafa Mohsin Montu president and Mohammad Mizanur Rahman was elected general secretary in the council session. The member secretary of the coordination committee, Mohammad  MizanurRahman, who conducted the opening session said that more than two thousand councillors and delegates attended  in the council session.",https://www.newagebd.net/post/politics/251666/dr-kamal-wants-natl-dialogue-for-countrys-democratic-transition
Contents should be inspiring: seminar,"Speakers including journalists, content creators and media activists at a seminar on Saturday said that contents should be inspiring and that they aimed to entertain audiences instead of mimicking different cultural values. The seminar titled Let’s talk about Cinema, Content, OTT and Network was organised by Enigma Multimedia at the auditorium of Alliance Française de Dhaka. Children and media activist Fahmidul Islam Shantonu, also chief executive director of Enigma Multimedia presented the keynote speech at the seminar. The seminar was attended by media and communication expert Islam Shafique, journalist A H Murad, Ahmed Tepantor, Mostafa Motihar, among others. Due to click-based journalism and the rise of viral trends on online platforms, directors and producers aim to create popular contents instead of proper contents in the perspective of Bangladesh, Fahmidul Islam said, adding, ‘The contents should be inspiring and they should entertain audiences instead of mimicking different cultural values.’ There are almost 350 million Bengali audiences across the globe and 60 million students in this country, he said, adding that if good contents are created, they will achieve financial success. Islam Shafique said that now social media was used by people from all walks of life and good contents impact a lot on society. ‘Films, dramas and other contents should fulfill the desire of youths. The contents should arise from discussions with people which can inspire audiences to change society,’ he added. At the event, Enigma Multimedia announced that their online platform titled Doel would be inaugurated in May 2025.",https://www.newagebd.net/post/others1/251665/contents-should-be-inspiring-seminar
Journalist Munni Saha arrested,"Journalist Munni Saha was arrested on Saturday in Karwan Bazar, Dhaka. Confirming the matter, Dhaka Metropolitan Police Detective Branch chief Rezaul Karim Mallik said that she was now in the DB custody and arrested at about 10:00pm. ‘Munni Saha is accused in several cases. We are yet to decide but will prioritise the most important case for showing arrest,’ Rezaul told New Age. Tejgaon police station officer-in-charge Mubarak Hossain said that they rescued Munni Saha from Karwan Bazar area after she was surrounded by an angry crowd comprising leaders and activists of Jatiyatabadi Juba Dal, Sramik Dal and mass people. ‘We rescued her and handed over to the DB police,’ Mubarak added.",https://www.newagebd.net/post/country/251664/journalist-munni-saha-arrested-
Swechchhasebak League leader handed over to police,"A group of BNP leaders and activists detained professor PM Shafiqul Islam, vice-president of the central committee of Bangladesh Awami Swechchhasebak League, and handed him over to police on Saturday in Rajshahi. Witnesses reported that BNP supporters intercepted Shafiqul, a retired professor of Rajshahi University’s Bangla department, and his companion Md Soad at Sadhur Mor while he was traveling to Chandrima area on a battery-powered rickshaw at noon. Shafiqul, a former treasurer of Sheikh Hasina University in Netrakona, had sought an Awami League nomination for the 12th national election from Rajshahi-4 constituency. The BNP supporters allegedly detained Shafiqul and Soad for hours in an open area, questioning him. He was later handed over to police at 4:30pm. Speaking to journalists, Shafiqul claimed a local BNP leader and his followers had confined him and demanded a ransom of Tk 7 lakh. Witnesses stated that BNP activists physically assaulted the duo during the handover, even as police attempted to intervene. However, Md Saykat, office secretary of Jatiotabadi Swechchhasebak Dal’s Rajshahi metropolitan unit, denied the ransom allegations. He said Shafiqul was handed over to police due to alleged harassment of BNP supporters over the past 16 years. Rajshahi Metropolitan Police’s additional deputy commissioner (media), Sabina Yeasmin, confirmed that Shafiqul and Soad were taken to Boalia Model police station. ‘We are investigating if any cases are filed against him in his native Bagmara police station,’ she added. In a separate incident, former joint secretary of the banned Bangladesh Chhatra League’s RU Shaheed Ziaur Rahman Hall unit, Firoz Mahmud, was beaten and handed over to police early Saturday. Firoz was reportedly on campus to collect his honours certificate.",https://www.newagebd.net/post/politics/251663/swechchhasebak-league-leader-handed-over-to-police
