title,content,link
New Zealand 86-5 as Brook ton puts England in charge,"New Zealand lost five wickets to be on the ropes in response to England’s 280 after Harry Brook smashed a century on the first day of the second Test on Friday. The Black Caps were 86-5 in Wellington, with England capturing the key wicket of Kane Williamson soon before stumps, leaving Tom Blundell at the crease on seven and nightwatchman Will O’Rourke yet to score. It was a fast-moving opening day, in a similar vein to the first Test in Christchurch, which the tourists won by eight wickets in three and a half days. Brook set the tone with his brilliant 123 off 115 balls, following on from his match-winning 171 at Hagley Oval. He again rescued England, who had crumbled in the first hour to 43-4 after being sent in on a green Basin Reserve pitch. New Zealand’s top order also struggled badly against seam and bounce through an intense last 26 overs of the day. Devon Conway was caught behind off Gus Atkinson for 11 before fellow opener Tom Latham was clean-bowled by captain counterpart Ben Stokes for 17. Rachin Ravindra departed for three, caught by a diving Brydon Carse in close off Chris Woakes. The lively Carse (2-28) then claimed the scalp of dangerman Williamson, caught by diving wicketkeeper Ollie Pope for 37. Daryl Mitchell, on six, snicked a second catch to Pope, down the leg side off Carse. Williamson had survived some near scrapes early in his knock, including being bowled by a superb delivery from Carse, before the anguished seamer was found to have bowled a no-ball by overstepping the mark. Earlier, Brook’s fifth-wicket partnership with Pope (66) proved decisive, the pair counter-punching their way out of trouble with 174 off just 158 balls. The stand was reminiscent of the first Test when the same pair combined for a rapid 151 to revive their first innings. Brook was run out on the last ball of the second session after powering England out of trouble to 259-7, before the final three wickets fell quickly after tea. The in-form Brook registered his eighth century in just 23 Tests, having scored 171 at Hagley Oval a week ago. The lanky 25-year-old’s power once again couldn’t be contained by New Zealand’s seam-heavy attack, striking five sixes and 11 fours before his concentration slipped. He set off for a single to short midwicket but Woakes didn’t respond and Brook was caught short when bowler Nathan Smith hit the stumps in his follow-through. O’Rourke (3-49) earlier removed Pope, who mis-timed a pull shot, and the pace bowler struck again to dismiss Stokes for two, caught behind. Smith (4-86) helped to wrap up the tail, having claimed two wickets with the new ball, along with Matt Henry (2-43). New Zealand’s poor catching from Christchurch was quickly forgotten, snapping up three sharp chances in the opening overs. The impressive Henry had Ben Duckett caught by a diving Latham at second slip without scoring before bowling fellow-opener Zak Crawley for 17. Smith had both Jacob Bethell (16) and Joe Root (3) caught behind, with Mitchell grabbing a flyer with one hand at first slip to remove Root.",https://www.newagebd.net/post/cricket/252187/new-zealand-86-5-as-brook-ton-puts-england-in-charge
Spurs rocked as Huijsen seals Bournemouth’s shock win,"Ange Postecoglou slammed Tottenham’s flops as furious fans turned on the Australian and his spluttering side after Bournemouth condemned them to a shock 1-0 defeat on Thursday. Dean Huijsen netted in the first half at the Vitality Stadium to leave Postecoglou’s troubled team with just one win in their last six games in all competitions. The 19-year-old defender’s first goal in English football after his close-season move from Juventus exposed the flaws in Tottenham’s error-prone defence. Lacklustre Tottenham were fortunate not to lose by a bigger margin as Andoni Iraola’s side wasted several chances to increase their lead. Tottenham’s sixth Premier League defeat this season was another setback for the under-fire Postecoglou after last weekend’s disappointing 1-1 draw at home to 10-man Fulham. ‘It’s not good enough. We again fell into the trap of starting the game really well and then we conceded a really poor goal,’ Postecoglou said. ‘It’s disappointing. We have this propensity to shoot ourselves in the foot when we should be controlling games. ‘It’s something we’ve done consistently and we always pay the price for it.’ Having wasted a golden opportunity to qualify for the Champions League last season, Postecoglou is beginning to hear criticism of his overly-attacking tactics and this dismal display will add to the Australian’s doubters. Tottenham are languishing in 10th place, six points adrift of the top four heading into Sunday’s London derby against second-placed Chelsea. ‘The fans have every right to be disappointed. I got some pretty direct feedback with the way that we are going at the moment and that is rightly so,’ Postecoglou said after he was jeered by Tottenham fans after the final whistle. ‘I didn’t like what was being said because I’m a human being but you’re going to cop it. ‘All I can say is I’m determined to get it right and will keep fighting until we do.’ Ninth-placed Bournemouth have now beaten Arsenal, Manchester City and Tottenham at home this season. Dominic Solanke scored 21 times for Bournemouth last term before moving to Tottenham in the close-season. The England striker wasted a good chance to enjoy a scoring return to his old club when he blazed over from 10 yards after muscling through on goal. Bournemouth’s Evanilson nearly punished sloppy defending from Radu Dragusin and Destiny Udogie with a close-range effort that Fraser Forster pushed away for a corner. But Tottenham’s reprieve was short-lived as the Cherries took the lead from the resulting set-piece in the 17th minute. Marcus Tavernier curled his corner towards the far post and Huijsen easily escaped Tottenham’s woeful marking to head home from five yards. - Postecoglou angst - Tottenham were vulnerable at the back whenever Bournemouth attacked with intent and Forster had to make a superb save to repel Tavernier’s close-range header from Milos Kerkez’s cross. Postecoglou finished the first half shaking his head in frustration and his dejected expression was unchanged after the break. Postecoglou sent on Tottenham captain Son Heung-min, who has only scored four times this season, and the South Korean’s first touch was a goal disallowed for offside. James Maddison curled narrowly wide before Kepa Arrizabalaga saved well from Pedro Porro’s volley. Ryan Christie smashed against the post from Evanilson’s pass and Tavernier drilled just wide as Bournemouth threatened to blow Tottenham away in the gale-force winds lashing the south-coast. In Thursday’s other game, Alex Iwobi scored twice as Fulham took advantage of a howler from Brighton keeper Bart Verbruggen to beat the Seagulls 3-1 at Craven Cottage. Marco Silva’s men were gifted the lead in the fourth minute when Verbruggen, under minimal pressure, tried to pass to Carlos Baleba on the edge of the area, with Iwobi intercepting and slotting into the empty net. Brighton levelled in the 56th minute when Baleba fired past Bernd Leno from 25 yards. But Fulham went ahead again with 11 minutes remaining when Andreas Pereira’s corner skimmed off Calvin Bassey and went in off Brighton’s Matt O’Riley for an own goal. Iwobi’s curler sealed the points with three minutes left as Fulham moved up to sixth place after their third win in their last five league games.",https://www.newagebd.net/post/football/252186/spurs-rocked-as-huijsen-seals-bournemouths-shock-win
"Liverpool face Merseyside derby cauldron, Chelsea defy expectations","Premier League leaders Liverpool will expect more magic from Mohamed Salah when they meet Everton in an emotional Merseyside derby at Goodison Park. Chelsea face Tottenham having emerged as unexpected title contenders, while West Ham boss Julen Lopetegui and Wolves manager Gary O’Neil battle to avoid the sack. Mohamed Salah’s blistering form could be the ideal antidote to Everton’s frenzied fans when Liverpool face their rivals for the last Merseyside derby at Goodison Park in the Premier League. Everton host the Reds for the final time at their home of 132 years in a top-flight match on Saturday, with the Toffees due to move to a new stadium at Bramley Moore Dock in time for next season. Goodison is always hostile territory for Liverpool but the significance of their latest domestic squabble means the Everton faithful will be ramped up even more than usual. ‘I’d like to think it’ll bring our fans to the fore,’ Everton manager Sean Dyche said. Liverpool will be confident of silencing the raucous atmosphere if Egypt star Salah maintain his hot streak On Wednesday, Salah, who has netted nine times in his last seven league matches, scored twice in a 3-3 draw at Newcastle, surpassing Wayne Rooney’s record by scoring and assisting in the same Premier League game for the 37th time. Salah is out of contract at the end of the season and said last week he was ‘disappointed’ by the club’s failure to offer him a new deal. But, with 15 goals in all competitions this term, Salah’s value is clear to Liverpool boss Arne Slot. ‘Every time we need Mo Salah he scores a goal. We are hoping and expecting he can continue this for a long time,’ he said. When Enzo Maresca arrived at Stamford Bridge in June, the new Chelsea boss was widely seen to have inherited an impossible job. Tasked with marshalling a bloated squad filled with talented but underachieving youngsters, while coping with demanding Chelsea co-owners Todd Boehly and Behdad Eghbali, the Italian had taken a major risk by leaving promoted Leicester to replace Mauricio Pochettino. But fast forward just six months and the sound of Maresca being serenaded by Chelsea fans during Wednesday’s 5-1 win at Southampton underscored the 44-year-old’s impact in a short space of time. Chants of ‘We’ve got our Chelsea back’ echoed around St Mary’s and ahead of Sunday’s London derby at Tottenham, the Blues sit in second place, seven points behind Liverpool, after extending their unbeaten league run to six games. It might be too soon for inexperienced Chelsea to win the title, but a top four finish would be tangible reward for their improvement under Maresca. ‘It was a very good feeling, especially because you can see that they are happy, that is our target,’ Maresca said of Chelsea’s fans. West Ham boss Julen Lopetegui and Wolves manager Gary O’Neil will face their former clubs on Monday in a relegation showdown that could end with one of them being sacked. In the aftermath of Tuesday’s 3-1 loss at Leicester, Lopetegui was reported to have survived a board meeting about his position. But the Spaniard, who replaced David Moyes in the close-season, is not safe yet, with suggestions he could still be dismissed if the Hammers lose at home to fellow strugglers Wolves, who he managed in the 2022-23 season. Despite a £130 million ($165 million) investment in new players, West Ham are 14th, having won just four of their 14 league matches. Wolves have fared even worse, with Wednesday’s 4-0 thrashing at Everton leaving them three points adrift of safety in 19th place. O’Neil, who played for West Ham from 2011 to 2013, heard Wolves fans call for his sacking during their ninth league loss this term. Asked if he expected to be in charge against West Ham, O’Neil said: ‘I can only keep going until things change. You won’t find anyone more hard-working and professional than me.’",https://www.newagebd.net/post/football/252185/liverpool-face-merseyside-derby-cauldron-chelsea-defy-expectations
Australia on top after Starc takes six,"Australia lost opener Usman Khawaja but took first day honours at the day-night second Test in Adelaide Friday after a Mitchell Starc onslaught saw India crumble to 180 all out. At the close, the hosts were 86-1 with Nathan McSweeney not out 38 from 97 balls and Marnus Labuschagne on 20 after the visitors were dismissed on the cusp of tea after winning the toss and opting to bat. A menacing Starc was India’s chief destroyer. He gave the hosts a dream start in removing Yashasvi Jaiswal with the first ball of the match and ended with 6-48 -- his best Test figures. In reply, Australia weathered 10 overs of the pink ball at dusk before Jasprit Bumrah’s persistence paid off, finding extra movement and with it a thick edge from Khawaja (13) that carried to Rohit Sharma at slip. McSweeney took 17 balls to get off the mark and had a life on three when dropped by wicketkeeper Rishabh Pant. But he made the most of his fortune, showing maturity in his second Test, while Labuschagne survived a nervy start as he targets a big score after a lean spell. ‘It’s been my role for a while to attack the stumps and try and make early inroads,’ said Starc. ‘Good way to start a Test. A good day all up. ‘To finish the day just one down... to fight through that sustained pressure from a quality bowling attack is fantastic.’ India came into the clash riding high after a 295-run victory at the first Test in Perth, but Australia have a formidable record in Adelaide, winning all seven pink-ball Tests they have played at the venue. The visitors retained Jaiswal and KL Rahul as openers in preference to Rohit, who missed the first Test on paternity leave and came in at six. But the plan backfired as Starc sensationally trapped Jaiswal lbw from a swinging first ball, with the left-armer’s pumped-up celebration showing how much it meant. Jaiswal scored 161 in his last innings. The returning Shubman Gill then stroked two boundaries in an eventful first over. But the runs dried up and Rahul was at the crease for 40 minutes without scoring when he was given out, caught behind off Scott Boland. Rahul was walking off, but a no-ball was called and he survived. Five balls later and he had another let-off, dropped by Khawaja. Undeterred, he battled on before Starc wove his magic again to remove him for 37. Virat Kohli roared back to form in Perth with an unbeaten century but he was no match for Starc this time, out for seven when Steve Smith collected a slip catch. Gill weathered the storm, but his luck ran out just before the first break when he fell lbw on 31 to the relentless Boland. ‘I thought Australia did well, they set us up nicely with some of the dismissals, but also I don’t think 86-1 is a true reflection of how we bowled,’ said India bowling coach Morne Morkel. ‘I know the score looks like a big gap between the two teams, but we still feel we’re in the game.’ Six wickets tumbled in the second session, including Rohit (3) and Pant (21). Pant should have gone for five, but McSweeney spilled a sharp chance in the gully off Boland, in the side for the injured Josh Hazlewood. But the 35-year-old got his reward four balls later, beating Rohit’s bat to trap him lbw. Pant fell to a vicious climbing ball from Pat Cummins before a hostile Starc returned and took care of Ravichandran Ashwin (22) and Harshit Rana (0) in the space of four balls. With India in trouble, Nitish Kumar Reddy took charge, clobbering two big sixes in one Boland over for his highest Test score of 42 before he and Bumrah fell to Starc and Cummins respectively.",https://www.newagebd.net/post/cricket/252184/australia-on-top-after-starc-takes-six
Rangpur in GSL final,"Rangpur Riders have reached the final of the inaugural Global Super League, beating Lahore Qalandars by 23 runs in the last group-stage match at the Providence Stadium in Guyana on Thursday. The T20 franchise from Bangladesh will take on Victoria in the final that is scheduled to begin at 5:00 AM today. After suffering two defeats in their first two matches, Rangpur secured the final berth by winning their last two games. Rangpur scored 85-1 from their allocated nine overs after rain halted the play several times. USA’s Steven Taylor top-scored with 32 runs off 27, while Soumya Sarker contributed 22 runs off 13 deliveries, and Saif Hasan added 27 runs off 14. After the DLS method was imposed, Lahore’s revised target was set at 111 runs from nine overs, but they could only manage 87-7. Off-spinner Mahedi took three wickets for 11 runs, while Zak Chappell claimed two wickets for 17 runs.",https://www.newagebd.net/post/cricket/252183/rangpur-in-gsl-final-
"Messi to kick off new Club World Cup, Neymar to face Real","Lionel Messi and Inter Miami will kick off FIFA’s new 32-team Club World Cup when the Major League Soccer side take on Egypt’s Al Ahly in the June 15 opener, the draw for the tournament revealed on Thursday. Brazilian team Palmeiras and Portugal’s Porto complete Group A alongside Argentina World Cup winner Messi, whose Miami team were handed a spot by FIFA after finishing top of the regular season standings in MLS. Messi’s former Barcelona team-mate, Brazilian Neymar, will have a reunion with La Liga rivals and European champions Real Madrid in Group H. Twelve European clubs will feature in the tournament with Manchester City facing Juventus in Group G of a tournament which FIFA president Gianni Infantino said would ‘start a new era in club football’. Paris Saint-Germain were drawn in a tough group with Atletico Madrid, Copa Libertadores winners Botafogo of Brazil and Seattle Sounders. FIFA has had to deal with some scepticism over the need for the tournament and the chances of it capturing the imagination of fans but there was plenty of support for the competition among those at the draw. Club officials and former players gathered for Thursday’s draw and US President-elect Donald Trump sent his best wishes in a video message before the ceremony, which took place during a 90-minute live broadcast from a television studio in Miami. ‘The event is going to be incredible,’ said Trump in his message where he praised Infantino as a ‘winner’. ‘We’ve known each other a long time and I’m so honoured to have this kind of relationship because soccer is going through the roof as everyone knows,’ he added. The USA will co-host the 2026 World Cup with Mexico and Canada. Trump’s daughter Ivanka took part in the draw which was presented by former Juventus and Italy forward Alessandro Del Piero and featured celebrities such as model Adriana Lima. The final of the tournament will be held at MetLife Stadium in New Jersey on July 13. FIFA had struggled to find sponsors and broadcasters for the new tournament but on Wednesday announced a global deal with streaming company DAZN, who will show the games for free. The world governing body has faced opposition from some in the game over the new tournament. FIFpro and the European Leagues body filed a joint complaint to the European Commission against FIFA over the introduction of the tournament into the international match calendar. Opponents of the new tournament have said it adds further congestion to an already crowded schedule and increases the workload of players. But there was little but backing for the competition from the clubs and leagues who will be represented next year. ‘We are very supportive of this tournament, We are excited,’ said PSG president Nasser Al-Khelaifi, who is also chairman of the European Clubs Association. Al-Khelaifi said the tournament was a better way for clubs to perform in the USA than in pre-season friendly tours and would help PSG to spread their brand. There was also support from Don Garber, commissioner of Major League Soccer and vice-chair of the World Leagues Association. ‘The tournament took time to generate all the interest that you are seeing here today,’ said the American. ‘Good things come to those that sort of put in the work and FIFA put in the work and we’re going to have lots of our stadiums involved, ‘There are 100 million fans who follow what we call league (club) soccer and they’re going to be interested to see MLS teams and Mexican teams and see teams from all Europe, South America and the rest of the world, so I’m excited about it, I really am,’ added Garber.",https://www.newagebd.net/post/football/252182/messi-to-kick-off-new-club-world-cup-neymar-to-face-real
Bangladesh U-19 reach consecutive final,"Bangladesh Under-19 cricket team thrashed Pakistan by seven wickets in the ACC Under-19 Asia Cup’s semi-final at the Dubai International Cricket Stadium on Friday to advance to the final for the second consecutive time. Bangladesh will take on the eight-time champions India in the final on December 8 in Dubai. India emerged as the winners of the second semi-final against Sri Lanka by seven wickets on the same day. Defending champions Bangladesh comfortably chased the 117-run target, scoring 120 runs in 22.1 overs, thanks to a blistering half-century from skipper Azizul Hakim Tamim. Pakistan were dismissed for a mere 116 runs in 37 overs after being sent to bat first, courtesy of right-arm medium pacer Iqbal Hossain Emmon taking four wickets for 24 runs. Farhan Yusuf top-scored for Pakistan with only 32 runs, while Mohammad Riazullah added 28. No other batter was able to cross double digits. Bangladesh made a shaky start by losing two early wickets. However, Tamim scored an unbeaten 62 runs in 42 balls laced with seven fours and three sixes to steer his side to victory. Mohammad Shihab James also contributed 26 runs and Jawad Abrar scored 17.",https://www.newagebd.net/post/cricket/252181/bangladesh-u-19-reach-consecutive-final-
10-man Mohammedan beat holders Kings,"Malian forward Souleymane Diabate scored the match winner for the 10-man Mohammedan Sporting Club’s solitary goal victory over previous season treble winners Bashundhara Kings in their first meeting of the ongoing Bangladesh Premier League at the Shaheed Dhirendranath Dutta Stadium in Comilla on Friday. In the other day’s match, forward Nabib Newaz Jibon (55th, 68th) scored a brace for Rahmatganj Muslim Friends Society’s 2-0 win over Chittagong Abahani at the Rafiq Uddin Bhuiyan Stadium in Mymensingh. The second consecutive win helped Mohammedan bag six points to reach the top of the table followed by Rahmatganj MFS, who also six points from two games. Diabate scored the match winning goal in the 58th minute, 33-minute later the Mohammedan were reduced to a 10-man side with their goalkeeper Sujon Hossain receiving a straight red card. Sujon in a safety attempt committed foul outside the box when he tackled onrushing Kings forward Rakib Hossain and the referee Symoon Hossain did not hesitate to give Sujon marching order. Shakib Al Hasan came in to fill the gap of Sujon while midfielder Arif Hossain was sacrificed off the ground. Kings were desperately looking to have the lead but Shakib stood strong to save his side, denying Kings midfielder Sohel Rana’s attempt in the final minute of the first half. Kings controlled the possession well from the restart and came close to success once in the 54th minute when Brazilian midfielder Miguel Damasceno only needed to beat Shakib. Mohammedan got the only goal from a counterattack as midfielder Rahim Uddin provided a long ball to Diabate, who easily beat Kings keeper Mehedi Hasan Srabon. Mohammedan could have doubled the lead in the 75th minute but Srabon stopped Diabate to convert the spot kick. Mohammedan started the league campaign with a crushing 6-0 win over promoted Dhaka Wanderers while Rahmatganj started with 3-1 win over Fortis Football Club and Kings crushed Ctg Abahani 6-0.",https://www.newagebd.net/post/football/252180/10-man-mohammedan-beat-holders-kings
My goal is to perform consistently: Amite,"Amite Hasanwas instrumental in Sylhet’s historic championship run in the recently concluded National Cricket League. The right-handed batter emerged as the season’s top run-scorer, amassing an impressive 785 runs at an average of 78.50 with two centuries and five fifties. In an interview withNew Age’sSaifullah Bin Anowar, the 23-year-old Amite reflects on his journey in cricket and shares his aspirations regarding a potential call-up to the national team. New Age: Sylhet are the new champion of NCL and you have been named the player of the tournament. How’s the feeling right now? Amite Hasan:Alhamdulillah, Sylhet became the champion for the first time. Honestly, it’s a feeling that is hard to put into words. And to be the player in the tournament, it gives me an added pleasure. NA: How was your preparation ahead of the season? Amite:Before the start of the season, I attended the HP team’s camp. I prepared well there. Then, we attended a preparation camp in Sylhet. That also worked out well for us. NA: You captained the team in all but one match. Did you experience any additional pressure in that role? Amite:Most of the senior players on our team are national cricketers, so I didn’t feel much pressure. They were incredibly supportive throughout the tournament. NA: How do you rate Rajin Saleh as a coach? Amite:I’ve been working with Rajin Sir since 2019 and I take great pride in that. I’ve learnt a lot from him. NA: There’s a lot of discussion about the Duke ball. What’s your perspective on it as a batter? We know it retains movement even when it gets old... Amite:As you mentioned, the Duke ball maintains its movement even when it’s old. So, naturally, it’s not easy. In the first season, batters found it difficult. However, we’ve adapted well since then. NA: There’s been talk about a potential national call-up for you. What are your thoughts on that? Amite:To be honest, I don’t think about long-term goals. Whatever the format is, whenever I play it, I only focus on it. Every player dreams of representing the national team, but I believe it’s best to wait for the selectors to decide when I’m ready. My only goal right now is to perform consistently, no matter where I play. NA: What’s your plan with the other two formats of the game? Amite:We’ve got NCL T20 ahead. If I get the chance, I will try to do well. I think if you play red-ball cricket well, then you are also capable to play in other formats too. NA: Can you tell us about your cricketing journey? Amite:I didn’t play in the Under-19 World Cups, but I played in the home series and tours. I started from the U-16 camp of Dhaka Metro. Then I toured for the national U-17. Then I played U-18 for Dhaka Metro. My first-class debut was for Sylhet Division in NA: You’re from Naraynganj. Your career started with Dhaka Metro. Now you’re part of Sylhet’s history. How do you see that? Amite:The biggest thing is that I’ve become a champion. It doesn’t matter for which team I play. NA: What about your life outside cricket? Amite:I am studying BBA at Sonargaon University. I’m a first-year student there. I want to complete my studies besides my cricket.",https://www.newagebd.net/post/cricket/252178/my-goal-is-to-perform-consistently-amite
Failed to fetch title,Content not available,https://www.newagebd.net/post/banking/252172/wb-announces-record-$100b-support-for-poorest-countries
