title,content,link
As-Sunnah to provide JnU students accommodation,"The As-Sunnah Foundation on Tuesday signed a memorandum of understanding with the administration of Jagannath University for providing temporary accommodation of 700 students of the JnU. The agreement was formalised at the JnU vice-chancellor’s conference room in presence of the JnU VC, Professor Rezaul Karim, and As-Sunnah Foundation chairman, Shaykh Ahmadullah. Under the MoU, accommodation will be provided at Bashundhara Riverview in Keraniganj in Dhaka. This initiative aims to address the housing crisis faced by JnU students. Scholarships covering 100 per cent, 75 per cent, 50 per cent, and 25 per cent of costs will be awarded based on academic performance, financial need, and family circumstances. The facility will include a state-of-the-art library, computer labs, linguistic training, including IELTS preparation and government-approved education and soft skill development courses. As-Sunnah Foundation will cover all accommodation expenses, while the university will manage transportation for students commuting between the housing facility and the campus. Shaykh Ahmadullah said, ‘Our vision is to expand accommodating 700 students to 5,000, and contribute to solving the housing crisis of universities across the country.’ Rezaul Karim said, ‘A committee was formed a month ago to explore temporary solutions, and today, through combined efforts, we have secured housing for 700 students.’ He added, ‘The university is simultaneously working on a permanent accommodation solution and promised students further good news soon.’",https://www.newagebd.net/post/country/252517/as-sunnah-to-provide-jnu-students-accommodation
Fazlul Kader appointed PKSF managing director,"Md Fazlul Kader was appointed as managing director of Palli Karma-Sahayak Foundation on Tuesday. The PKSF governing body appointed him as the 12th managing director for a three-year term, said a press release. Fazlul Kader earned his bachelor’s in economics from University of Dhaka in 1984 and an MBA from the DU Institute of Business Administration in 1988. He began his career as a management executive at the PKSF on October 1, 1990. He was promoted to additional managing director on August 8, 2021, and started serving as the acting managing director on August 22, 2024. He played a key role in the formulation of the Microcredit Regulatory Authority Act, 2006, and was chairman of the three-member committee formed to formulate the MRA Regulations in 2010, the release said. He worked in Zimbabwe, South Africa, Sri Lanka, Afghanistan, Saudi Arabia, Bahrain, Jordan, and Morocco as a consultant for various international entities, including the World Bank, the Asian Development Bank, and the United Nations Development Program. He also worked as a trainer in various renowned institutions, including Bangladesh Public Administration Training Center, Bangladesh Bank Training Academy, Bangladesh Institute of Bank Management, and African-Asian Rural Development Organisation. He also received professional training at various institutions, including the Harvard Institute of International Development in the United States.",https://www.newagebd.net/post/country/252516/fazlul-kader-appointed-pksf-managing-director
Indian woman among 2 held on Sylhet border,"Two people, including an Indian woman, were arrested at the Jaintapur border in Sylhet on Monday night as they tried to cross the border to enter India. The arrested are Shanti Rani Mritti, 60, wife of Mokanda Mandal of Kawkhali under the Nadia district in West Bengal of India, and Mukul Biswas, 33, son of Nepal Biswas of Bahar Sadhukhali village at Baliakandi upazila in Rajbari of Bangladesh, police said. Jaintapur police station officer-in-charge ABM Badruzzaman confirmed the arrest to New Age. He said that on information, the Border Guard Bangladesh and police conducted a drive at Sripur border of the Jaintapur upazila and arrested the two people in the area at around 10:30pm on Monday when they were trying to enter India crossing the border illegally. The police officer told New Age that the Indian woman had been living illegally in the Bahar Sadhukhali area of Rajbari and she tried to return to India along with her relative Mukul. ‘The BGB Sripur camp in-charge Habildar Jahangir filed two separate cases—one against the woman for living in Bangladesh without valid documents and another against Mukul for his attempt to enter India illegally with the Jaintapur police station,’ he said. The OC said that the arrested were produced before the District Judicial Magistrate Court on Tuesday noon when the court ordered to send them to jail.",https://www.newagebd.net/post/country/252515/indian-woman-among-2-held-on-sylhet-border
AL leader dies in jail custody,"An Awami League leader died in jail custody early Tuesday in Sirajganj reportedly due to cardiac and respiratory complications, jail authorities said. The deceased is Ataur Rahman Angur, 55, known as Angur Miah, a resident of Duttabari village of Sirajganj Sadar upazila. Confirming the matter, Sirajganj district jail superintendent ASM Kamrul Huda told New Age that Angur died while undergoing treatment at Shaheed M Monsur Ali Medical College Hospital at about 5:00am on Tuesday. Angur was the forest and environment affairs secretary of the AL Sirajganj municipality unit. He was arrested in a case filed under the Anti-Terrorism Act with the Sirajganj police station over an incident that took place in 2015, and had been in jail since Nov 1, according to police. Angur had been suffering from cardiac and respiratory problems during his time in custody and he was receiving treatment at the jail hospital, Kamrul Huda said. ‘His condition worsened after he was produced before a Sirajganj court on Monday morning. As his condition deteriorated early Tuesday, he was taken to Shaheed M Monsur Ali Medical College Hospital, where he died while undergoing treatment,’ he said. The body was handed over to his family after an autopsy, he added. Deceased’s son Farukuzzaman alleged that jail authorities did not send him elsewhere for better treatment despite repeated requests, reported New Age correspondent in Sirajganj. After the AL government was toppled on August 5, a Bangladesh Jamaat-e-Islami activist Rafiqul Islam, also known as Kala Abdullah, filed the case with the Sirajganj Sadar police station on October 26. Angur was one of the accused in the case. ",https://www.newagebd.net/post/country/252514/al-leader-dies-in-jail-custody
BNP vows accountable governance if elected: Tarique,"Bangladesh Nationalist Party acting Chairman Tarique Rahman on Tuesday said that if BNP was voted to power, it would establish an accountability-based government for the people. ‘If we go to power, we want to form a government which will remain accountable to the people and then we will be able to resolve all problems of the country in phases,’ he told a training workshop on ‘31-point proposals for repairing state structure and public-engagement’ on virtual platform at Fun Town Park Auditorium in Cumilla. Tarique urged the party supporters to reach reforms outline to the people all over the country without keeping it only among BNP leaders and workers. ‘If anyone has any objections or suggestions over the 31 points, it will be evaluated. We announced the 31-point outline when many people did not want to believe that dictatorial regime would be ousted,’ BNP acting chairman said. He said that if BNP went to power, various infrastructures of the country would be named after the martyrs of the July-August revolution. The fascist AL regime made their efforts to instil corruption in every nook and cranny of the society, he mentioned. Tarique underscored the need for making the children aware about the menace of corruption from the primary school level in order to save the country from corruption. He also stressed on creating skilled human resources through modernisation of education system. Students should be made proficient in English along with other subjects as well as they should be encouraged to play sports, he said. ‘We want every citizen from primary level to intermediate to develop into a skilled citizen. The citizens of the country should be trained and developed in such a way that they do not get stuck anywhere in the country or abroad and they can establish themselves as skilled manpower all over the world.’ In response to a question, he underlined the need for improving country’s public transport system, saying that coordinated efforts should be taken to deal with traffic congestion, a major problem of the country especially in the capital Dhaka and Chattogram. BNP standing committee member Khandaker Mosharraf Hossain inaugurated the workshop with the party’s organising secretary Selim Bhuiyan (Cumilla organisational division) in chair.",https://www.newagebd.net/post/politics/252513/bnp-vows-accountable-governance-if-elected-tarique
"2,362 women face violence in 11 months: BMP","Bangladesh Mahila Parishad said that 2,362 women, including 1,036 girls, were victims of violence from January to November in 2023. BMP central legal aid sub-committee shared the information at a press conference at the National Press Club on Tuesday. The press conference was organised by BMP central legal aid sub-committee and Sweden Sverige, in recognition of the international campaign for the elimination of violence against women (November 25 – December 10) and World Human Rights Day 2024. The event was chaired by Fauzia Moslem, president of the BMP central committee, and the written statement was presented by Rekha Saha, secretary of BMP’s central legal aid. Rekha Saha said that the report was prepared based on reports published in 16 national newspapers. The incidents of violence against women and girls, particularly femicide, alarmingly increased. During the period, 486 women and girls were killed for various reasons. Fauzia Moslem said that violence against women was universally recognised as violation of women’s human rights and a severe manifestation of gender inequality. ‘While various laws, policies, and government and non-government initiatives have been put in place to protect women, the situation remains unchanged,’ she added. She said that domestic violence was a major area of concern, caused largely by gender inequality in family laws, which resulted in women being deprived of rights in all aspects of their personal lives. To prevent violence against women and girls, BMP placed 25 recommendations, including ensuring equal rights for sons and daughters, eliminating harmful traditional practices, and ensuring justice for survivors of rape. Maleka Banu, general secretary of the BMP central committee, was present, among others.",https://www.newagebd.net/post/country/252512/2362-women-face-violence-in-11-months-bmp
Women’s role in realising July uprising spirit demanded,"Politicians, academics, professionals and women leaders on Tuesday at a seminar demanded increasing participation of women in the implementation of sprits of recent student-people movement. After the victory, women’s participation was not visible in the implementation process of sprits of the movement whereas they took part in the movement in a large number, they said. Bangladesh Nari Mukti Kendra, women front of Socialist Party of Bangladesh (Marxist), organised the seminar on ‘The participation of women in the student-people movement’. The organisation’s president, Shima Datta presided over the programme held marking Begum Rokeya Day. Nari Mukti Kendra central leader Susmita Roy Supti readout the keynote paper where she said that the ideals of Begum Rokya were still relevant and we could follow her ideals. Former Jahangirnagar University professor and also member of Democratic Right Committee Anu Muhammad said that a large number of woman activists took part in the student-people movement against fascist Sheikh Hasina government. But after the fall of Hasina government, we found participation of a few number of women activists in the formation of the interim government headed by Professor Muhammad Yunus on August 8, Anu Muhammad said. Under the interim government, different political parties are working for the implementation of their own agendas and trying to turning the country according to their choices, ignoring the voice of the women, Anu said. He called on the political parties to unite for the implementations of spirits of movements and ensure rights of the ordinary people. Lawyer Sara Hossain said the interim government was not allowing the people to express their opinions. But the government should hear the opinions of the all political parties and ensure democratic rights of all, Sara Hossain said. He questioned the judiciary saying that the accused should have right to express their opinions. Dhaka University teacher Samina Lutfa demanded more participation of the women in the interim government. Former National Human Right Commission member Nirupa Dewan said that the interim government should address the issues of national minorities in the Chattogram Hill Tract. Architect Farhana Sharmin Imu called on the interim government to take more care for the treatments of the wounded leaders and activists in the movement. SPB (Marxist) central leader Joyddep Bhattachrya called on the political parties to be united for the implementation of the spirits of the students-people movement. Jahangirnagar University teacher Snigdha Rezoan, actress Mohsina Akter,  singer Bithi Ghosh,  Tajnuva Jabeen, Dipika Rani and Nilufar Yeasmin Shlpi also spoke at the seminar.",https://www.newagebd.net/post/country/252511/womens-role-in-realising-july-uprising-spirit-demanded
FSIB employees hold protest outside S Alam residence,"Officials and employees of the privately-owned First Security Islami Bank staged a protest in front of the residence of S Alam Group’s owner in Chattogram, demanding repayment of Tk 35,000 crore. On Tuesday morning, the demonstration took place in the Sugandha residential area under the Panchlaish police station in the city. Over 100 employees from 12 branches of the bank in the Chattogram region participated in the protest. Md Mustafa Kamal, senior vice-president and manager of the bank’s Khatunganj branch, who joined the demonstration, said that the bank’s total investment in various business sectors amounted to Tk 65,000 crore. Of this, Tk 45,000 crore is tied to S Alam Group, with the Chattogram-based branches owed Tk 35,000 crore, he said. Explaining the decision to invest such a significant amount in a single corporate group, Md Mustafa said, ‘We were compelled by the circumstances at the time. The context then was very different from the current scenario.’ He further said, ‘Our bank is facing a liquidity crisis because S Alam Group has failed to repay its dues. These funds are public deposits, and despite repeated demands, we have been unable to recover the money. This protest is part of an effort to create social pressure for repayment.’ First Security Islami Bank was previously majority-owned by S Alam Group. However, following the fall of the Awami League government amid a student-led uprising on August 5, the interim administration freed the bank from S Alam Group’s control.",https://www.newagebd.net/post/country/252510/fsib-employees-hold-protest-outside-s-alam-residence
Truck workers block Satrasta in Dhaka,"A group of truck workers blocked the road at Dhaka’s Satrasta intersection in the Tejgaon Industrial Area for over an hour on Tuesday protesting at the reported arrest of Bangladesh Truck-Covered Van Drivers Union president Talukder Mohammed Monir. They blocked the Satrasta intersection at about 6:30pm on one of the important roads in the city disrupting traffic movement in Tejgaon and its adjacent areas. The road was cleared at about 7:45pm, police said, adding that the blockade caused immense traffic congestion on the Mohakhali-Mogbazar road. Tejgaon Residential Area police station officer-in-charge Gazi Shamim said that workers blockaded the road protesting at the arrest of truck workers’ leader Talukder Monir. ‘We have heard that Monir was arrested in a case filed with the Paltan police station,’ added the police officer. Protesting workers, however, alleged that Monir was arrested in a false case and demanded his immediate release. Paltan police station officer-in-charge Saleh Uddin Miah said that a case was filed against Monir with his police station but he knew nothing more about it. He said that the case was being investigated by the Police Bureau of Investigation. PBI chief Md Mustafa Kamal said that he knew nothing about Monir’s arrest.",https://www.newagebd.net/post/country/252509/truck-workers-block-satrasta-in-dhaka
Voice observes International Human Rights Day 2024,"Rights and advocacy organisation Voices for Interactive Choice and Empowerment hosted an event titled Women Rights is Human Rights: Navigating Technology-Facilitated Gender-Based Violence to celebrate Human Rights Day 2024 at the Civic Centre of the organisation at Shyamoli in Dhaka on Tuesday. Human rights defenders, civil society members, media professionals, activists, women and youth attended the event, said a press release. Speakers said that digital literacy and gender justice must be an integral part of elementary level education in order to combat technology-facilitated gender-based. They also expressed their concerns about women’s rights, an integral component of human rights, which was frequently undermined through various forms of abuse, including targeted attacks, gender misinformation and disinformation, threats, cyber bullying, and the exploitative misuse of technology. Mentioning that women face systemic discrimination and pervasive patriarchy across all levels of society, they called for collective action to combat TFGBV, emphasising that protecting women’s rights was a fundamental step toward ensuring equality, dignity, and freedom for all. Presiding over the meeting, Ahmed Swapan Mahmud, executive director of VOICE, said, ‘Technology-facilitated gender-based violence is escalating with online platforms increasingly being weaponised to target women, girls and gender-diverse communities.’ He also elaborated that this form of digital oppression infiltrated homes, workplaces, and educational institutions, crossing all boundaries and geographical limitations. VOICE has been working in line with the cornerstones of the declaration of human rights to infuse societies with equality, fundamental freedom, and justice while emphasising that women’s rights are human rights over the past 23 years.",https://www.newagebd.net/post/country/252508/voice-observes-international-human-rights-day-2024
Journalist Ershad Majumder laid to rest,"Poet and journalist Ershad Majumder was laid to eternal rest at the Martyred Intellectuals’ Graveyard at Mirpur in Dhaka on Tuesday. Before the burial, his first namaz-e-janaza was held at Gulshan Azad Mosque on Tuesday after Zuhr prayer and his second namaz-e-janaza was held at the National Press Club premises at 3:00pm. Earlier, poet and journalist Ershad Majumder died of old age complications while undergoing treatment at Dhaka’s United Hospital Sunday night. He was 84. Born on March 8 in 1940 at Ukilpara in Feni, Ershad Majumder studied at Feni College, Jagannath College and Dhaka College. He completed graduation degree in 1961 from Dhaka University. He joined the then Pakistan Observer as an economic reporter. Later, Ershad, also a pioneer of the economic journalism in the country, worked at different newspapers, including Dainik Sangbad, Dainik Purbodesh, Dainik Banglar Bani and Dainik Janapad. He was also chief editor of Weekly Reporter in 1978. Then he had worked as a managing editor at Daily New Nation. He had translated the poetries of Rumi and Mansur Hallaj. Fourteen books, including story, literature and poem were published in his name.",https://www.newagebd.net/post/country/252507/journalist-ershad-majumder-laid-to-rest
