title,content,link
3 more detained amid countywide protests,"The police on Friday detained three more suspects amid protests in Dhaka and elsewhere over the killing of lawyer Saiful Islam Alif in Chattogram city and clashes with the law enforcers over the arrest of Chinmoy Krishna Das Brahmachari, a leader of an organisation of the Hindus. Also on the day, a number of organisations, including Hefazat-e-Islam Bangladesh, held countrywide protests, demanding arrest of the lawyer’s killers and banning the International Society for Krishna Consciousness, widely known as ISKCON. The police have tightened security of temples in Chattogram amid attacks on three Hindu temples in the port city and remained on alert at courts across the country to avoid any untoward incident. They have also said that they are on high alert in the capital. Amid the situation the minority issue is increasingly becoming a sore point  between Bangladesh and India. Quoting Kotwali police officer-in-charge Md Abdul Karim, New Age staff correspondent in Chattogram reported that the police detained three people in the Bakalia area of Chattogram city on Thursday night. The detainees are Babla Dhar, 42, son of the late Sunil Dhar from Kalamia Bazar in the city; Sajal Shil, 40, son of Dulal Shil of Ashiya Hindupara in the city; and Durlav Das. The police said that Durlav Das was identified from video footage as being in possession of a sharp weapon during the murder. Police officer Abdul Karim said, ‘Among the three detainees, one was directly involved in the lawyer’s murder and was armed with a sharp weapon.’ ‘All three have been sent to jail this morning after being produced before the court in a case related to the attack on law enforcement personnel,’ he said. He further added that no murder case had yet been filed by the family of lawyer Saiful Islam killed on November 26. The situation was tense after miscreants had vandalised three Hindu temples at Patharghata in the port city on Friday. Two of the temples, Sri Sri Radha Govinda temple and Sri Sri Shantaneshwari Matri Mandir are on Ashraf Ali Road near Jelepara, and Sri Sri Jagatbandhu Ashram is adjacent to Satish Babu Lane. Additional deputy commissioner for public relations of the Chattogram Metropolitan Police Kazi Md Tarek Aziz said that additional police forces were deployed at the three temples after the attacks had sparked tension. Police patrols were also intensified, he added. In the capital, Dhaka Metropolitan Police spokesperson Muhammad Talebur Rahman told New Age that they were on alert to prevent any untoward situation. Earlier on Thursday, Chief Justice Syed Refaat Ahmed expressed deep concern over the recent security breaches at courts across the country, describing the incidents as ‘rare,’ ‘unprecedented’ and ‘alarming.’ He emphasised urgent measures to ensure the safety and security of judicial premises, judges and court officials. Various organisations, including Hefazat-e-Islam Bangladesh, meanwhile on the day, held protests across the country after Jumma prayers and demanded a ban on ISKCON. Hefazat leaders and activists held a protest rally in Dhaka, demanding a ban on ISKCON, and another in Chattogram, protesting at lawyer Saiful’s killing. Its Dhaka city unit arranged the protest rally and a procession at the north gate of the National Mosque Baitul Mukarram in which several thousand people joined. ‘A well-planned attempt is being made to destabilise Bangladesh and instigate a communal riot in the country,’ said Hefazat leader Mamunul Haque at the rally, condemning the murder of the lawyer. Hefazat leaders also said that the country’s defeated forces were using a section of Hindus to create chaos and anarchy and as part of that ISKCON was carrying out a malicious campaign. They urged people to stay vigilant against what they described as ‘communal provocations orchestrated by the fallen fascist regime and their masters.’ Hefazat-e-Islam in Chattogram also announced a long march of protest towards the Indian Embassy in the port city, scheduled for next Monday. Its joint secretary general Mufti Harun Izhar announced the programme. After Friday prayers, Hefazat supporters marched from Jamiatul Falah Mosque, passing through WASA intersection and GEC areas before concluding at 2 No Gate. Mufti Harun Izhar told the rally, ‘We will stage a peaceful long march towards the Indian High Commissioner’s office at 11:00am on Monday. No one will create unrest or throw stones during the programme.’ He added, ‘Our representatives will submit a memorandum on behalf of the “towhidi janata” to the embassy.’ On November 25, former ISKCON leader Chinmoy Krishna Das Brahmachari was arrested in Hazrat Shahjalal International Airport area. The next day, a Chattogram court denied him bail and sent him to jail. Clashes broke out when his followers blocked the prison van taking Chinmoy to jail, leading to the killing of lawyer Saiful Islam Alif on the court premises. Protests have since erupted in various districts, demanding justice for the murder and proscription of the ISKCON.",https://www.newagebd.net/post/country/251569/3-more-detained-amid-countywide-protests
Fiscal pressure to persist despite foreign loans,"The interim government has made progress in mobilising more external loans from multilateral lenders but that will not reduce pressure on fiscal management due to lower than the expected domestic revenue generation, said economists. Finance Division officials have calculated that around $2.5 billion loan as budget support is expected to be released in the next month by the International Monetary Fund, World Bank and Asian Development Bank. The budget support will power the on-going government efforts in tackling the dollar shortage. But the increased flow of external loans will not reduce pressure on fiscal management as the domestic revenue generation still remains 1 per cent negative in the first four months of the current financial year of 2024–25 marked by the regime change on August 5 amid a student-led mass uprising. In a bid to get $500 million as budget support from the World Bank, the interim government, which has succeeded the Awami League regime, is likely to announce the separation of the policy department of the National Board of Revenue from its executive department soon. The separation has been a long pending issue between the Washington-based lender and the government since 2003. The separation of the policy department of the NBR from its executive department was even approved in 2008 by the then caretaker government. But the implementation of the decision had remained pending, said revenue board chairman Abdur Rahman Khan. Former World Bank Dhaka office chief economist Zahid Hossain observes though that the separation would not guarantee higher revenue generation immediately. Emphasising a meaningful separation he observes that engagement of skilled policymakers is imperative for fruitful outcomes in implementation of policy and checking corruption. Bangladesh is losing $355 million in tax annually because of corporate tax abuse and offshore tax abuse, according to a report titled ‘State of tax justice 2024’ released by the Tax Justice Network in the current month. The amount is 21.4 per cent of the country’s total health expenditure, states  the report of the United Kingdom-based global network. With an overall revenue generation target of Tk 4,80,000 crore for FY24–25, and against the target for the first four months, the revenue board has managed to collect around Tk 1,01,281 crore, facing a shortfall of Tk 30,831 crore. Economists said that the government’s reliance on borrowing from the banking sector would increase against the backdrop of lower than the expected revenue, and the situation might even lead it to mobilise more loans from the multilateral lenders. Fiscal management would remain a big challenge for the interim government due to the sloppy condition of the economy, said Research and Policy Integration for Development chairman Mohammad Abdur Razzaque. Blaming the previous regime’s reckless decision and management for the overall messy condition, he said that it was imperative for the government to reduce its expenditure. The projected loan from the banking sector in FY24–25 budget is Tk 1,37,500 crore, while Tk 90,700 crore has been projected to get from the foreign sources to meet the budget deficit of 4.6 per cent. Finance Division officials said that the interim government had successfully negotiated in increasing the World Bank’s budget support to $500 million from initially projected $250 million. The manila-based ADB is going to release $600 million in the next month from initially agreed $300 million, they said. The officials said that the IMF had given positive signals to the extra loan sought by the interim government in addition to the availability of the half-yearly tranche under the ongoing $4.7 billion loan programme since 2023. The immediate past political government took the loan to tackle the severe shortage of dollars. An IMF mission will arrive in the capital next week to negotiate over the extra loans and review the current loan programme. Finance secretary Khairuzzman Mozumder said that they were expecting to receive $1 billion loan as extra support from the IMF. The forex reserve hovering around $18.5 billion (as per Sixth Edition of the IMF’s Balance of Payments and International Investment Position Manual standards) in November will improve with the release of the budget support from the multilateral lenders, said finance division officials.",https://www.newagebd.net/post/country/251568/fiscal-pressure-to-persist-despite-foreign-loans-
Camavinga joins Real Madrid injury list,"French midfielder Eduardo Camavinga has joined Real Madrid’s growing injury list after injuring his thigh in Wednesday’s 2-0 Champions League defeat in Liverpool. ‘The player has been diagnosed with a muscular injury in the biceps femoris of his left leg. His progress will be monitored,’ Real Madrid said in a statement without revealing the length of his absence. According to Spanish press reports Camavinga, who already injured his knee last September, is expected to be sidelined for between two and three weeks. The 22-year-old came off in the 56th minute with the same injury which has kept teammate Vinicius Junior out of action for several weeks. Madrid have various players out injured for long periods, including Dani Carvajal and Eder Militao with severe knee injuries. According to several Spanish media reports Kylian Mbappe, Jude Bellingham and Brahim Diaz also finished the match in pain and will undergo medical tests on Friday. Champions League holders Real have lost three of their five matches and with six points they are currently 24th, the very last qualifying spot for the knockout phase.",https://www.newagebd.net/post/football/251567/camavinga-joins-real-madrid-injury-list
Attack-minded Spurs boss Postecoglou says: ‘You’ll miss me when I’m gone’,"Ange Postecoglou launched an impassioned defence of his attacking approach on Friday, saying he is “not interested” in pragmatism after Tottenham’s 2-2 draw with Roma -- the latest episode in an inconsistent season. Spurs were 2-1 up heading into added time at the Tottenham Hotspur Stadium but veteran defender Mats Hummels snatched a late equaliser for Claudio Ranieri’s team. It came just days after Spurs hammered Premier League champions Manchester City 4-0 at the Etihad. Spurs are sixth in the English top flight ahead of Sunday’s match against mid-table Fulham, with six wins and five defeats so far this season. Australian coach Postecoglou said he would stick to his attacking principles despite his team’s slip-ups. “There’s plenty of room for pragmatism in all walks of life and in football as well,” he said at his pre-match press conference. “But I’m just not interested in it. “I don’t know why I need to change my approach to be like everyone else wants me to be. I’ll continue to push this team to be a little bit different, play football in a different way. “Maybe when I’m long gone you’ll all pine for my entertainment, and you’ll have had your fill of pragmatism. “But look, if we were pragmatic I’d say at 2-0 up at City away, we’d have probably settled for 2-0 and we wouldn’t have got the victory we did and made it a special moment for our club.” Postecoglou said his approach was geared towards long-term success for the club, who have not won silverware since 2008. “At the moment what do we have? We don’t have a hell of a lot,” he said. “We haven’t achieved anything yet, we haven’t had success, we haven’t done all those things we want to do. “So if I start being pragmatic now then maybe we’ll never get there. Last night we weren’t at our highest level but I thought for 20 minutes we were as exciting as we’ve been since I’ve been here... we were exciting to watch. And that’s what I want.” He hinted at potential signings in the January transfer window, saying he had spoken with technical director Johan Lange. “Last year, we ended up doing a little bit of business which I think helped us but nothing is concrete now because January is always tricky and a lot will be dependent on where we are squad-wise,” he said.",https://www.newagebd.net/post/football/251566/attack-minded-spurs-boss-postecoglou-says-youll-miss-me-when-im-gone
"Arsenal must be near-perfect to catch Liverpool, says Arteta","Mikel Arteta says Arsenal will need to be almost perfect if they are to catch runaway Premier League leaders Liverpool but feels momentum is building again after a poor run. Arsenal, runners-up to Manchester City over the past two seasons, were expected to challenge again this year but instead Liverpool have raced eight points clear of second-placed City. The Gunners go into Saturday’s match against West Ham on a high after hammering Sporting Lisbon 5-1 in the Champions League in midweek. Last weekend they beat Nottingham Forest 3-0 at home to end a four-match winless run in the league that cost them vital ground. Victory at the London Stadium on Saturday would likely lift Arsenal to second in the table ahead of the Sunday matches, which includes a pivotal clash between Liverpool and City. Arteta was asked at his pre-match press conference on Friday whether his team would have to be almost flawless to stand any chance of catching Liverpool, who have won 10 of their 12 games. ‘If they continue that way, that’s for sure, with the numbers they’re producing and the amount of games they’re winning,’ said the Arsenal manager. ‘But the focus is on us, maintaining the consistency, especially in performances, that will give us the right to win a lot of games... this is a long run.’ He said he felt momentum was building at Arsenal again after the international break. ‘Winning lifts the energy and our confidence,’ he added. ‘They were two big wins for us and now it’s about consistency, getting that momentum, take it further against a good opponent tomorrow and try to replicate the performance to win the game.’ He added: ‘This is every three days so it doesn’t matter what you did yesterday, it’s about the next days, the next performance. Are you able to sustain high-level performance throughout the game as well because of how competitive every opponent is right now? And that’s what we will try to do tomorrow.’ Arsenal’s uptick in form has coincided with the return of captain Martin Odegaard, who spent two months on the sidelines with an ankle injury. Arteta said the ‘exceptional’ midfielder had hit the ground running since his return earlier this month. ‘Good players that are so consistent and so reliable, that can take the game to a different level and make the players better around them -- that’s a huge quality of Martin’s and he has been missed,’ he said.",https://www.newagebd.net/post/football/251565/arsenal-must-be-near-perfect-to-catch-liverpool-says-arteta
‘Hot fight’ as unbeaten Bayern visit Dortmund,"Borussia Dortmund goalkeeper Gregor Kobel promised ‘a hot fight’ when unbeaten league leaders Bayern Munich visit the Westfalenstadion on Saturday. Bayern are already 10 points clear of fifth-placed Dortmund after just 11 games. The rare shining light in Dortmund’s stuttering season however has been their home form. In all competitions, Dortmund have won eight from eight at their 82,000-strong Westfalenstadion fortress, compared to just three wins in 10 away from home. Speaking on Wednesday after Dortmund’s 3-0 Champions League win at Dinamo Zagreb, Kobel readied himself and his team for ‘a hot fight in an incredible atmosphere.’ ‘We know what they can do, they’re incredibly strong. But we know what we can do as well.’ Bayern are six points clear in the league and are heavy favourites to reclaim the Bundesliga title, having let it slip for the first time in 11 years last season. England captain Harry Kane is in fine form, with 14 goals in 11 league games, while the red-hot Jamal Musiala has become a more regular scorer this term. ‘It’s harder to beat Bayern than it has been for a long time. Harry Kane has an incredible goal rate,’ said Dortmund defender Nico Schlotterbeck. Last season, Kane scored a hat-trick on his ‘Der Klassiker’ debut as Bayern won 4-0 in Dortmund. While their attack is clearly firing, Bayern’s recent run of form is built on resolute defence. Bayern have kept seven straight clean sheets dating back to October’s 4-1 thumping in Barcelona, a clear sign coach Vincent Kompany’s tweaks have taken effect. If Dortmund are to take something away from Saturday’s game, they will need to overturn a poor recent record against Bayern. Last season’s 2-0 win in Munich was Dortmund’s first league victory over Bayern since 2018. Those wins bookended a run of nine losses and one draw, with Bayern scoring 33 goals to Dortmund’s 11 in that time. Dortmund may also be without midfielder Julian Brandt, who was taken off at half-time in midweek with a thigh injury. Calling Brandt ‘extremely important’, coach Nuri Sahin said: ‘I hope he comes back quickly -- he’s almost irreplaceable for us.’ Elsewhere, Leverkusen travel to the German capital to take on Union Berlin on Saturday, while second-placed Eintracht Frankfurt play at Heidenheim on Sunday. Leipzig will look to get their season back on track when they host Wolfsburg. Equal on points with Bayern three rounds ago, Leipzig have lost twice and drawn once to fall back to the pack. Still just 20, Gittens has made a huge step forward this season to become one of Dortmund’s best attacking outlets while cementing his spot in the starting XI. Known for his dribbling and speed on the flanks, Englishman Gittens has become more of a scoring threat, particularly from long range. His dipping drive from the edge of the box put Dortmund in control of Wednesday’s tricky clash at Dinamo Zagreb, his fourth goal in five Champions League games. ‘It’s been an experience to play every game from the start,’ Gittens told the Bundesliga website. ‘I’ve been enjoying the journey. ‘It’s not easy to do it every week, every three days, but I’m getting used to it now and I just need to keep performing.’",https://www.newagebd.net/post/football/251564/hot-fight-as-unbeaten-bayern-visit-dortmund
Brook’s 132 puts England on top against sloppy New Zealand,"A fearless Harry Brook slammed an unbeaten century to give England the upper hand in the first Test against an error-strewn New Zealand on day two in Christchurch on Friday. At stumps Brook was 132 not out with the visitors recovering from 71-4 to be 319-5, trailing the hosts by 29 runs and with five wickets in hand. Captain Ben Stokes was unbeaten on 37 after being dropped by Tom Latham on 30 -- New Zealand’s sixth dropped catch and the third by their skipper. After England’s woeful start the 25-year-old Brook, in partnership with Ollie Pope, went on the attack. Aided by luck from poor fielding and several edges sailing just wide or over slips, the pair belted 151 off 171 deliveries for the fifth wicket. ‘From where we were to where we are now, the boys are very happy,’ Pope said. New Zealand debutant Nathan Smith said it was vital the home side tidied up their fielding when they take the new ball on Saturday. ‘That wicket has enough bounce in it and with the new ball as well it will nip a little sharper,’ he said. ‘It’s really key that we’re nice and accurate with the new ball and take the chances when they come.’ Brook was dropped four times -- on 18, 41, 70 and 106 -- with the last detected by television replays after a spill by wicketkeeper Tom Blundell. England’s batting onslaught came as the cloud cover which aided the New Zealand seamers in the first session gave way to blue skies. New Zealand, 319-8 overnight, were all out for 348 and then reduced England to 45-3 by lunch. When Ben Duckett went for 46 after lunch England were on the ropes at 71-4, but it would be 30 overs before New Zealand claimed their next wicket. Pope was on 77 with eight fours to his credit when he slashed at a wide delivery from Tim Southee and a diving Glenn Phillips grabbed a stunning one-handed catch. Phillips threw his arms in the air in celebration, in stark contrast to when he put his head in his hands earlier after Devon Conway dropped Brook off his bowling. In the early cloudy conditions the New Zealand seamers were in their element with plenty of movement. A Matt Henry delivery that nipped in trapped Zak Crawley lbw without scoring. Smith followed with an angled delivery to Jacob Bethell which was edged to Blundell and England’s debutant was gone for 10. Four balls later, of which two were no-balls, a similar angled delivery cramped Joe Root -- in his 150th Test -- for room and it deflected off his pads and on to the stumps for a duck. Duckett refused to be subdued and chanced his arm at anything loose. He was dropped by Latham on 23 and survived two inside-edges before he pulled a rising Will O’Rourke delivery to Conway waiting on the boundary. In the following over Brook was dropped for the first time and momentum began to shift in England’s favour. The partnership with Pope galloped along at five an over and Brook brought up is seventh Test century steering a Tim Southee delivery past backward point to the boundary. New Zealand had added a further 29 runs to their overnight score, the bulk of them by Phillips. He ended unbeaten on 58, his fifth half-century and the second-highest New Zealand score behind Kane Williamson’s 93. Brydon Carse finished with 4-64, the best figures for England, after taking both wickets to fall on the second morning. With his first ball of the day he had Southee caught on the boundary for 15, then ended the hosts’ innings by bowling O’Rourke for a duck.",https://www.newagebd.net/post/cricket/251563/brooks-132-puts-england-on-top-against-sloppy-new-zealand
Barca coach says Yamal ready to return for Las Palmas game,"Barcelona coach Hansi Flick on Friday said teenage winger Lamine Yamal will return after three weeks out with injury for this weekend’s game against Las Palmas in La Liga. The 17-year-old has been sidelined since early November with an ankle problem and Barcelona have picked up just one point from the two league games he missed in that time. ‘Lamine Yamal is back and he’s ready to play. We haven’t decided yet if he’ll start, but he will play,’ Flick told reporters ahead of Saturday’s game. Yamal has scored six times in 16 total appearances this season and provided eight assists. Table-toppers Barcelona have failed to win any of the three matches he has not started in La Liga, losing 4-2 to Osasuna in September when he was on the bench. Barcelona are four points clear of Real Madrid but have played a game more than the defending champions. Flick also said Uruguayan defender Ronald Araujo is nearing a comeback after undergoing surgery in July for a hamstring injury he sustained while playing for his country at the Copa America.",https://www.newagebd.net/post/football/251562/barca-coach-says-yamal-ready-to-return-for-las-palmas-game
"Hojlund gives Amorim winning Old Trafford bow, Roma hold Spurs","Manchester United marked Ruben Amorim’s first game at Old Trafford with a 3-2 Europa League victory over Bodo/Glimt as Rasmus Hojlund netted a double, while Tottenham were held by Roma on Thursday. United trailed late in the first half against Norwegians Bodo/Glimt, but recovered to post a second straight Europa League win since sacking Erik ten Hag, having started the campaign with three consecutive draws. ‘Half of the stadium doesn’t know me, I came from Portugal and I did nothing for this club. Yet the way they make me feel at home is special,’ Amorim told TNT Sports. Manchester United scored in the second minute of former Sporting Lisbon boss Amorim’s first match as manager at Ipswich on Sunday and it took under 60 seconds for them to break the deadlock against Bodo/Glimt. Visiting goalkeeper Nikita Haikin was put under pressure by a poor back-pass and his clearance was blocked by Hojlund, allowing Alejandro Garnacho to tap into an empty net. But United’s defensive frailties were laid bare as Hakon Evjen swept in a 19th-minute equaliser and Philip Zinckernagel put Bodo/Glimt in front four minutes later. United looked short of ideas until the stroke of half-time when Noussair Mazraoui’s cross found Hojlund, who flicked the ball up with a clever touch and calmly volleyed into the bottom corner. The hosts reclaimed the lead less than five minutes after the restart, as Manuel Ugarte squared the ball across the face of goal for Hojlund to prod home. United survived a real scare when the referee waved play on after goalkeeper Andre Onana handled outside his area in the second half. But Amorim’s men held on to give their new boss a satisfactory home debut. In London, Spurs failed to back up their stunning weekend win over Manchester City as Mats Hummels scored in injury time to snatch a 2-2 draw for Roma. Tottenham also made a fast start as Son Heung-min slotted in a penalty in the fifth minute after Pape Matar Sarr was brought down by Hummels. Evan Ndicka flicked in Paulo Dybala’s free-kick to level for Roma a quarter of an hour later, before Brennan Johnson restored Spurs’ advantage 11 minutes before the break. Crisis-hit Roma piled the pressure on late at the Tottenham Stadium and former Germany centre-back Hummels pounced from close range in added time. Ange Postecoglou’s Spurs now sit outside the top eight, who qualify automatically for the last 16, on goal difference. ‘We should have shown a bit more composure,’ said Postecoglou. ‘We had a couple of chances cleared off the line. We sort of kept them in the game.’ Earlier, Athletic Bilbao cruised to a 3-0 win over Elfsborg to move behind Lazio on goal difference at the top of the table. The Roman club were held to a goalless draw by Ludogorets but remain unbeaten with 13 points from five games. Eintracht Frankfurt, also flying high in the Bundesliga, have the same number of points after Omar Marmoush netted a spot-kick in a 2-1 victory over Midtjylland in Denmark. Victor Osimhen scored his seventh goal in as many matches for Galatasaray in all competitions, but the Turkish giants slipped two points behind the leading trio after a 1-1 draw at AZ Alkmaar. Lyon climbed into seventh courtesy of a 4-1 thrashing of Qarabag in Baku, with Georgia striker Georges Mikautadze netting an excellent double. The Ligue 1 club sit above eighth-placed Rangers on goal difference after the Scottish giants, struggling domestically, thumped Nice 4-1 on the French Riviera. Chelsea remained top of the Conference League table with a fourth straight win by beating Heidenheim, who lost their 100-percent record, 2-0. A much-changed Chelsea had to wait until six minutes after the restart to break the deadlock as Christopher Nkunku took a brilliant touch to control Jadon Sancho’s cross before firing into the top corner. The German side improved after falling behind, though, and almost equalised in the 69th minute when Chelsea goalkeeper Filip Jorgensen produced a wonderful double save to deny Paul Wanner and Leo Scienza. The two-time European champions killed the game off with four minutes left as Sancho notched his second assist of the match, teeing up Mykhailo Mudryk to drive a shot into the roof of the net after playing a one-two with Kiernan Dewsbury-Hall.",https://www.newagebd.net/post/football/251561/hojlund-gives-amorim-winning-old-trafford-bow-roma-hold-spurs
Tamim propels Bangladesh to win over Afghanistan,"Defending champions Bangladesh secured a 45-run win against their Afghanistan counterparts in the Under-19 Asia Cup opener at the Dubai International Cricket Stadium on Friday. Azizul Hakim Tamim played the captain’s knock, smashing a brilliant 133-ball 103 with Kalam Siddiki Aleen contributing 66 to help Bangladesh set 229 runs. Pace duo Al Fahad (3-36) and Iqbal Hossain Emon (3-40) each picked three wickets to restrict the Afghans to 183 runs in 47.5 overs. After being invited to bat first, junior Tigers found themselves in trouble when opener Zawad Abrar was dismissed for a duck by Abdul Aziz, who finished with 2-29. Then, skipper Azizul and Kalam forged a 142-run partnership to steady their ship until right-arm spinner Allah Mohammad Ghazanfar broke through to remove Kalam after 35.3 overs. Bangladesh continued to lose wickets at regular intervals, but Azizul held his nerve to complete his century, which included eight boundaries and four sixes. Apart from Aziz, Nasratullah Nooristani and Khatir Stanikzai also scalped two apiece. In defending the target, Bangladesh kept the batters in check, witnessing Afghanistan lose their last five wickets for just 13 runs. Faisal Khan Ahmadzai top-scored with 58 in 58 balls and Naseer Khan Maroofkhil made 34 runs for Afghans.",https://www.newagebd.net/post/cricket/251560/tamim-propels-bangladesh-to-win-over-afghanistan-
