title,content,link
Auto-rickshaw driver killed in city,"The police recovered the body of a battery-run auto-rickshaw driver from an empty plot at Green Model Town of Sabujbagh in the capital early Monday. The deceased is Bidhan Mondal, 19, a resident of Demra area in Dhaka. Confirming the matter, Sabujbagh police station officer-in-charge Md Yeasin Ali said that on information, police recovered Bidhan’s body at about 12:30am on Monday. The body was handed over to the family after autopsy at Dhaka Medical College Hospital, he said. ‘Unidentified miscreants killed him and left him there. The police are investigating the incident to find out those involved,’ he added. Sabujbagh police station sub-inspector Mohammad Enamul Haque said that the back of the victim’s head was bruised and there were scratches on his face. The deceased’s cousin, Sujan Mondal, said that Bidhan’s father bought the rickshaw for his son only a few days ago. ‘He left the house with the auto-rickshaw after having dinner on Sunday evening and did not return home,’ he added. OC Yeasin Ali said that it was not confirmed whether it was a mugging incident.",https://www.newagebd.net/post/country/251847/auto-rickshaw-driver-killed-in-city
Resolve land issues to execute CHT treaty: seminar,"Speakers, including policymakers and government officials, on Monday emphasised the need to resolve land-related issues in the Chittagong Hill Tracts for the effective implementation of the Chittagong Hill Tracts Accord, signed 27 years ago. They made the observation at a seminar titled ‘The Chittagong Hill Tracts Accord: Transforming Harmony into Prosperity’, organised by the Ministry of CHT Affairs at the CHT Complex on Bailey Road in the city to commemorate the 27th anniversary of the signing of the accord. They emphasised priorotising the need to resolve land-related issues, a critical concern for the hill people who primarily depend on land for their livelihoods, by activating the CHT Land Dispute Resolution Commission formed in 1999. They also blamed ineffectiveness of the bodies formed under the CHT accord for delaying the full execution of the treaty, signed between the then Awami League government and the Parbatya Chattagram Jana Samhati Samiti on December 2, 1997 to restore peace and civic rights in the three hill districts-- Rangamati, Bandarban and Khagrachari. Addressing the event as chief guest, CHT affairs ministry adviser Supradip Chakma said that the bodies were not functioning effectively as corresponding laws and regulations required for their operation had not been formulated. ‘Formulating corresponding laws and regulations [for the bodies] is crucial, and the CHT affairs ministry has been working on this issue,’ he said. He further said that the ministry had been working on appointing chairperson to the CHT Land Dispute Resolution Commission and planned to discuss the appointment of three members to the CHT Accord Implementation and Monitoring Committee, as well as the formation of the advisory committee for the CHT affairs ministry with land adviser AF Hasan Arif. Jahangirnagar University history department professor Mohammad Mozahidul Islam, who presented the keynote speech, said that although 65 out of 72 clauses of the accord were implemented by previous governments, the only obstacle that remained was the land issue. The speakers said that the delay in the treaty’s execution was increasing uncertainty of the national minorities in the hill districts. They also stressed incorporating the CHT issues into the interim government’s action plan. CHT affairs ministry secretary AKM Shamimul Huq Siddique presided over the event, where Nilo Kumar Tanchangya, councillor of the CHT Regional Council and Sudatta Chakma, chairman of the Chittagong Hill Tribal Refugee Task Force also spoke, among others.",https://www.newagebd.net/post/country/251846/resolve-land-issues-to-execute-cht-treaty-seminar
Anti-India platform for referendum to decide AL’s right to do politics,"An anti-India platform named ‘people of Bangladesh’ on Monday gave a seven-point demand, including one to decide Awami League’s legitimacy to do politics through a referendum. Masud Jakaria, on behalf of a platform named ‘Bangladesher Jonogon,’ came up with the demand at a press conference at Dhaka Reporters Unity in the capital. Abu Mustafiz, spokesperson of the organisation, also presented a written statement at the press conference, saying that their movement was against Indian dominance. The demands include Awami League and its associates allegedly responsible for all the enforced disappearances, murders, corruption and injustice perpetrated during the past fascist regime must be brought to justice. Another of their demands is the president’s resignation and formulation of a new constitution to ensure people’s empowerment. To that end a constituent assembly has to be formed and the new constitution must be finalised through a referendum. They also demanded a ‘Truth and reconciliation commission’ to stop the rehabilitation of the fascists. Necessary reforms must be carried out in the army and civil administration. Every individual who fired at the protesters and those who ordered the shooting during July-August mass uprising must be brought to justice. Condemning organisations, including Prothom Alo, Daily Star, Udichi and Chhayanaut as pro-India acting as the gateway for Delhi in Bangladesh, they demanded that these organisations must make their income and expenditure for the past 20 years public. They also condemned the elections of 2014, 2018 and 2024 as farce and demanded declaration that these polls were illegal and also demanded trial of those who were involved in these illegal elections. On November 22, the organisation held a sit-in programme for several days in front of Prothom Alo and The Daily Star offices, condemning them as ‘agents of India’. On November 24, at least 10 protesters were injured when the police baton-charged to disperse the protesters from in front of the Prothom Alo office in Dhaka.",https://www.newagebd.net/post/politics/251845/anti-india-platform-for-referendum-to-decide-als-right-to-do-politics
Results of written test for BR’s deputy assistant engineer cancelled,"Bangladesh Public Service Commission in a press statement on Monday said that the BPSC had cancelled the results of the written test for the post of deputy assistant engineer of Bangladesh Railway under Ministry of Railways. ‘It is being informed to all concerned that in order to ensure greater transparency, the MCQ Type written examination’s results for the post of deputy assistant engineer of Bangladesh Railway held on July 5 has been cancelled,’ said the press release. The examination for the said post will be held at a convenient time in March, 2025. The exam date and schedule will be announced later on the BPSC’s website and through national dailies.",https://www.newagebd.net/post/country/251844/results-of-written-test-for-brs-deputy-assistant-engineer-cancelled
Manik Bandopadhyay’s death anniv today,"Today is the 68th anniversary of death of novelist, short story writer Manik Bandopadhyay, who is often considered as one of the finest writers in modern Bangla literature. Born on May 19, 1908 at Dumka, a small town in Santal Parganas of Bihar, in British India, Manik Bandopadhyay enriched Bangla literary treasure trove penning 34 novels and more than 250 short stories. Influenced by Karl Marx, Sigmund Freud, Carl Gustav Jung, and Adler, Manik Bandopadhyay’s magnum opus titled Padmanadir Majhi sheds light on the lives of poor fishermen such as Kuber, Dhananjoy, and Ganesh’s  piggishness, treachery and helplessness countered by hopes, aspirations, and sometimes seconds of joy and love. The novel also focuses that the money they get does not certainly come proximately in return for the fish. But they do not protest due to poverty. Kuber’s secret life of weaving dreams around his cheerful sister-in-law, Kapila, the mysterious and powerful Hossain Mian, enticing the unwary to his Maynadwip, among others, still make readers think a lot about the novel. Written on the context of love, estrangement, envy and mutual sympathy of a decaying society, Putul Nacher Itikatha, the third novel of the fiction writer, a humble protest against the people who have a tendency to play with the lives of humans as if they were puppets, is also regarded as one of the masterworks of Bangla literature. The novel focuses on the complex social relationships among the characters, including Shashi, Shashi’s father, and Kusum in the village background. His notable works include Pragaitihashik, Shahartali, Janani, Diba Ratrir Kabya, Ahingsa, Darpan, Chatushkone, Pashapashi, Sarbajanin, Nagpash, Feriwala, Aragya, Haraf and Sarisreep. Manik Bandopadhyay vpassed away on December 3, 1956.   Manik Bandopadhyay",https://www.newagebd.net/post/literature/251843/manik-bandopadhyays-death-anniv-today
Federation Cup kicks off today,"Defending champions Bashundhara Kings will take on Brothers Union in one of the two matches on the opening day of the 37th Federation Cup at the Shaheed Dhirendranath Dutta Stadium in Cumilla today. Police Football Club will face Forties Football Club in the day’s other match at the Rofique Uddin Bhuiyan Stadium in Mymensingh. Both of the Group A matches of the 10-team tournament are scheduled to begin at 2:30pm. Promoted Dhaka Wanderers are the other team of Group A, while Group B is comprised of Mohammedan Sporting Club, Abahani Limited, Ctg Abahani, Rahmatganj Muslim Friends Society, and promoted Fakirerpool Young Men’s Club.",https://www.newagebd.net/post/football/251841/federation-cup-kicks-off-today
"Metro clinch win, Rana takes seven","Dhaka Metro beat Chattogram by five wickets while newly crowned champions Sylhet are on the verge of suffering their first defeat of the season against Rajshahi after the completion of the third day of the final round of NCL on Monday. Chattogram were folded for 246 in the second innings at the Shahid Kamruzzaman Stadium in Rajshahi as left-arm spinner Arif Ahmed took five wickets while Abu Hider took two. Metro then chased down the target of 139 runs in 29.5 overs with Aich Molla top-scoring with 42. Khulna pacer Mehedi Hasan Rana ran havoc on Rangpur at the Sheikh Abu Naser Stadium in Khulna to take 7-31 runs as the latter was bowled out for 133 runs in the first innings. Khulna were leading by 117 runs at the end of the day. Barishal were leading by 186 runs against Dhaka at the Shaheed Chandu Stadium in Bogra after the latter declared their first innings on 310-9. Fazle Mahmud and Moinul Islam each hit fifty while Moin Khan remained unbeaten on 30 at the end of the day. At the Zahur Ahmed Chowdhury Stadium in Chattogram, Sylhet suffered a dramatic collapse while chasing 201 runs. From 81-2, they became 139-8 despite captain Amite Hasan top scored with 71 runs. Nihad Uz Zaman took four wickets while Shafiqul Islam grabbed two. Sylhet still required 59 runs with two wickets remaining.",https://www.newagebd.net/post/cricket/251839/metro-clinch-win-rana-takes-seven-
"Sharmin, Jannatul return to T20 squad against Ireland","Sharmin Akter returned to the T20I squad after two years, while Jannatul Ferdus made a comeback after last playing for the country in 2018, as the Bangladesh Cricket Board announced the squad for the first two T20Is of the three-match series against Ireland on Monday. Sharmin also returned to the 50-over format in the just-concluded ODI series against Ireland, where she was the highest scorer with 211 runs and received two player of the match awards. The top-order batter last played in T20Is in December 2022, against New Zealand. On the other hand, off-spinner Jannatul got dropped after representing Bangladesh in only three matches, two in ODIs and one in T20Is, and as a result, moved to Australia six years back. Recently she returned to the country and played in the domestic circuit. According to the chief selector of the women’s wing, Sazzad Ahmed, she got picked in place of another off-spinner, Sultana Khatun, who has been rested. Pacer Marufa Khatun has also been given a break to manage her workloads. Twenty-two-year-old left-arm pacer Fariha Islam Trishna will take her place. Left-arm spinner Sanjida Akter was also recalled. The T20I series starts on December 5. The last two matches will be on December 7 and 9, respectively. The Sylhet International Cricket Stadium will host all the matches. Squad for the 1st & 2nd T20Is: Nigar Sultana Joty (Captain & WK), Nahida Akter (Vice-Captain), Murshida Khatun, Dilara Akter, Sharmin Akter, Sobhana Mostary, Shorna Akter, Ritu Moni, Rabeya, Fahima Khatun, Fariha Islam Trisna, Jahanara Alam, Jannatul Ferdus, Taj Nehar, Shanjida Akhter Maghla.",https://www.newagebd.net/post/cricket/251838/sharmin-jannatul-return-to-t20-squad-against-ireland
Bangladesh women clean sweep Ireland,"Farzana Haque hit her third consecutive fifty while Sharmin Akter smashed a blistering 72 off 88 balls as the Bangladesh women’s team beat Ireland by seven wickets in the third and final ODI to secure a 3-0 clean sweep at the Sher-e-Bangla National Stadium on Monday. The duo put on a record partnership of 143 runs as the hosts stormed to 186-3 in 37.3 overs, after Ireland were bundled out for 185 in 50 overs. This was only the third time that Bangladesh has swept an opponent in an ODI series. They also took all six ICC Championship points available from the series and boosted their chances of directly qualifying for the next year’s World Cup in India. Batting first, Ireland were bowled out for below 200 for the second match running. Six of the Irish batters got a start, but only captain Gaby Lewis (52) could score a fifty. All the wickets were taken by the spinners, with Fahima Khatun being the peak of the bowlers with three. Pacer Marufa Akter was concussed while fielding and was replaced by Ritu Moni. Both of them were wicketless. In reply, Murshida Khatun fell cheaply in the fifth over of the innings. But Farzana and Sharmin kept Ireland frustrated for a long time. Their partnership is the highest for Bangladesh for any wicket in ODIs. None of them, though, could push for a hundred as Sharmin fell in the 33rd over while Farzana followed her team-mate one over later after scoring 61 off 99. Captain Nigar Sultana Joty and Sobhana Mostary then took the hosts home comfortably. Sharmin, who hit a record 211 runs for Bangladesh in the series and was named player of the match, thanked Bangladesh men’s team current senior assistant coach Mohammad Salahuddin for his support when she was outside the national squad. ‘He’s been supporting me since my childhood. Maybe it’s for their support that I’m still playing cricket,’ said Sharmin of Salahuddin. ‘I’ve been preparing for where my weaknesses were, where I wasn’t doing good,’ she added. ‘Now I’ve returned to the national team and performed. It felt good.’ Meanwhile, Farzana, who was also adjudged player of the series, mentioned that her work ethic paid off. ‘I’ve had that eagerness of playing long innings. My determination is strong too. I believe that I can play long innings,’ said Farzana. ‘Of course I’ll have to practice playing shots. Because you’ve got to score runs too, not only play for long’, the opener added.",https://www.newagebd.net/post/cricket/251836/bangladesh-women-clean-sweep-ireland-
Safe water and sanitation for all,"THE world is facing a serious water crisis, with 26 per cent of the global population still lacking access to safe drinking water, and a staggering 46 per cent are deprived of basic sanitation facilities. These alarming statistics, revealed in the UN World Water Development Report 2023, serve as a grim reminder of how far we are from achieving Sustainable Development Goal 6, which aims to ensure safe water and sanitation for all by 2030. While this goal is part of the broader Sustainable Development Goals, the reality paints a stark contrast, leaving millions vulnerable to preventable diseases and hardships. The global crisis is mirrored within Bangladesh, where similar challenges continue to undermine public health and dignity.  Access to safer water at schools WITHIN our borders, the situation mirrors this grim reality. A 2022 survey by UNICEF and the World Health Organisation exposed the harsh reality faced by schoolchildren in Bangladesh. Over three million children lack access to safe drinking water and proper sanitation in schools, putting 8.5 million students at significant health risks. To make matters worse, nearly 19 per cent of schools have no access to clean water, and 7 per cent operate without any water, sanitation, or hygiene facilities. Imagine how these gaps impact young learners’ health, dignity, and education! The lack of separate toilets for boys and girls in 43 per cent of schools further perpetuates gender inequality, while the absence of basic hygiene measures, like handwashing with soap, in 44 per cent of schools highlights an urgent need for better infrastructure and awareness. A Somoy TV report earlier this year painted a grim picture, revealing that most schools in Pirojpur still grapple with inadequate water and sanitation facilities.  Need for stronger infrastructure THESE challenges highlight the urgent need for stronger policy frameworks and more robust implementation of existing ones. The National Water Policy of Bangladesh, enacted in 1999, aimed to ensure safe water access for all by 2025. However, despite its well-intentioned goals, the policy’s implementation has been slow due to several critical challenges: Funding gaps: The lack of consistent funding for water infrastructure projects, especially in rural areas, means that many areas still lack the necessary resources for clean water and sanitation systems. Lack of enforcement: There are significant gaps in enforcing water quality standards and sanitation regulations, particularly in informal settlements and rural schools. Limited focus on rural areas: While urban areas like Dhaka see some improvements in water access, rural and remote regions are often left behind. For SDG-6 to be achieved by 2030, the government must not only enforce existing policies but also focus on strengthening institutional coordination, improving funding, and investing in sustainable infrastructure, especially in rural schools and underserved areas. A comprehensive approach should include collaboration with local authorities, NGOs, and international organizations. For example, the Water Supply and Sanitation Policy must integrate specific goals for rural water systems and school sanitation facilities. Public-private partnerships must also be prioritised, particularly to address the infrastructure gaps in rural schools. By engaging businesses in the effort to improve access to safe water and sanitation, the government can leverage resources to create more robust systems for the long term.  Role of awareness THIS issue is not just about the government — it’s something we all need to take responsibility for. A big part of the problem lies in a lack of awareness, both individually and collectively. Take Rahman Mollah, for instance, a press worker in Dhaka’s Bangla Bazar. When asked about the water he drinks, his response was eye-opening: ‘Yes, we have water to drink, but we never really think about where it comes from or whether it’s safe.’ When it came to sanitation, his view was just as concerning: ‘We have a sanitation system here, and everyone at the presses uses it. Since so many people use it, it seems like it’s working fine. But whether it’s actually healthy or proper, we don’t really know. We just assume it’s enough for us and don’t expect much more.’ Rahman’s words reveal a troubling truth — a lack of awareness and concern that many people share. This indifference contributes to the neglect of basic needs like clean water and proper sanitation. Changing this mindset is crucial. Raising awareness, alongside strong government policies, can help shift our thinking and create accountability at every level — so that everyone, from individuals to policymakers, understands the importance of clean water and sanitation.  Health risks and waterborne diseases THE health implications are devastating. Waterborne diseases continue to wreak havoc across the country, with Madaripur reporting a sharp rise in cases in October 2024, worsened by seasonal floods. These local issues mirror a global crisis—every year, 1.5 million people worldwide are affected by waterborne diseases, with 842,000 losing their lives prematurely. Among them, diarrhoea alone claims the lives of nearly 395,000 children under five annually. For the past 20 years, over 900 families in Tahirpur, Sunamganj, have been suffering from a lack of clean drinking water. They have to travel 1.5 kilometres over hilly terrain to collect water. Due to the scarcity of clean water, they have been facing difficulties and have to rely on traditional methods to collect, purify, and drink water from far away. In Dhaka, the situation is even more alarming with rapidly depleting groundwater levels, which drop by 2-3 meters annually, exacerbating concerns about water shortages and flood risks. Alarmingly, studies have shown that one-third of Bangladesh’s water sources exceed WHO’s manganese standards, and 41 per cent of people consume water laced with faecal matter. E. coli bacteria, a major culprit behind diarrhoea, has also been detected in one-third of urban households’ water supplies.  Hidden danger of PFAS chemicals A RECENT report by the Environment and Social Development Organisation unveiled another alarming threat — PFAS chemicals in Dhaka’s water sources. Known as ‘forever chemicals’ because they don’t break down easily, these toxins seep into water supplies through everyday items like non-stick cookware, firefighting foam, and even cosmetics. PFAS exposure has been linked to serious health issues, including cancer, hormone disruptions, complications during pregnancy, and even a weakened response to vaccines. Immediate action is necessary to regulate and remove these harmful chemicals from our water sources.  Looking ahead: what can we do? THE clock is ticking — 2030 is fast approaching, with only a little over five years left to achieve these goals. Achieving SDG-6 will require coordinated efforts from grassroots awareness campaigns to robust government policies. Industries, schools, and communities must join hands to create a healthier, safer future. We must raise awareness about the importance of clean water, proper sanitation, and hygiene practices like handwashing. Schools, local leaders, and the media all have a vital role in spreading the word and creating change. But awareness alone isn’t enough; we also need to engage with our communities, encouraging everyone to take responsibility for their water sources and sanitation facilities while promoting education and regular upkeep. The government also needs to invest in better infrastructure, especially in rural areas and schools, to ensure safe drinking water and separate toilets for boys and girls. Additionally, we must push for stronger policies that prioritise water safety, sanitation, and the removal of harmful chemicals like PFAS from our water sources. Only through these collective efforts can we ensure that clean, safe water and sanitation are available to everyone by 2030.  Nafew Sajed Joy is a writer and researcher.",https://www.newagebd.net/post/opinion/251835/safe-water-and-sanitation-for-all
