title,content,link
Revised DAP proposal prioritises commercial interest: discussion,"Speakers, including urban planners, on Wednesday said that the recent revised proposals for Dhaka’s Detailed Area Plan published by Rajdhani Unnayan Kartripakkha ignored the city’s livability, civic amenities, and the environment while prioritising the commercial interests of housing traders. They made the observation at an online discussion organised by the Institute for Planning and Development on planning and development review, titled ‘Whose Interests Drive the Repeated Revisions of DAP: IPD’s Observations.’ They alleged that initiatives to revise the DAP for 2022–2035 twice within just two years of its finalisation were driven by pressure from business and vested interest groups. The IDP president, Adil Muhammad Khan, said in his keynote speech that RAJUK’s revised proposal for the DAP focused solely on increasing the size and height of buildings, neglecting crucial environmental issues, including protecting floodplains, wetlands, and agricultural land. He alleged that housing traders and a few professionals called for the cancellation or suspension of the DAP solely to increase the Floor Area Ratio, also known as FAR, for building construction. ‘The revised proposal’s area-based and block-based FAR standards could further jeopardise Dhaka’s livability as they fail to adhere to urban planning principles aimed at creating a livable city,’ he added. Akter Mahmud, a professor at the Department of Urban and Regional Planning at Jahangirnagar University, said that several policymakers at Rajuk fail to recognise the importance of urban planning, resulting in their surrender to the unjust demands of vested interest groups. The professor emphasised that decisions must prioritise public welfare to improve Dhaka’s livability. Farhadur Reza, an associate professor at the JU, emphasised the need to conduct research on the impact of a FAR value exceeding three in an area and evaluate how effective the roads would remain. To address the problems of Dhaka, the DAP must be revised using sustainable planning strategies and approaches that prioritise public interest, livability, and environmental preservation, the speakers said.",https://www.newagebd.net/post/country/252030/revised-dap-proposal-prioritises-commercial-interest-discussion
DU VC calls on chief adviser,"Dhaka University vice-chancellor Professor Niaz Ahmed Khan on Tuesday met chief adviser Professor Muhammad Yunus at the state guest house Jamuna in Dhaka, said a press release on Wednesday. The VC informed the chief adviser about the overall situation of the university, education and research activities, progress of various development projects, resolution of teacher-student conflicts and development of inter-relationship, and various steps taken recently for the welfare of students. Chief adviser expressed satisfaction with the overall situation, including the development of education and research at the university, assuring all possible cooperation in the development of education and research at university. As part of regular briefing on the overall affairs of the university, the VC met the chief adviser, added the press release.",https://www.newagebd.net/post/country/252029/du-vc-calls-on-chief-adviser
Shahinul Alam made BSMMU acting VC,"Professor Dr Md Shahinul Alam has been made acting vice-chancellor of Bangabandhu Sheikh Mujib Medical University. A health and family welfare ministry notification issued on Tuesday said that as the post of VC of the university was vacant, as per the BSMMU Act, the senior pro-VC would serve as acting VC of the university until further orders. One of the leading scientists in the field of metabolic-associated fatty liver disease in the country, Professor Shahinul Alam has collaborated on many research papers with different countries’ scientists including Australia, Japan, China, Singapore, South Korea, Pakistan, and India.",https://www.newagebd.net/post/country/252028/shahinul-alam-made-bsmmu-acting-vc
Professor Rashedul Islam made KAU VC,"Former chairman of Sher-e-Bangla Agricultural University’s entomology department, Professor Md Rashedul Islam, has been appointed as vice-chancellor of Kurigram Agricultural University. An education ministry notification on Monday said that Rashedul Islam was appointed as the new VC of the university for the next four years, said a press release. A resident of Mahiarpur village under Mithapukur in Rangpur, Rashedul Islam earned his undergraduate and postgraduate degrees from Sher-e-Bangla Agricultural University, and PhD from Australia.",https://www.newagebd.net/post/campus-bites/252027/professor-rashedul-islam-made-kau-vc
Apparel exports up 12.34pc in July-Nov,"Bangladesh’s readymade garment exports increased by 12.34 per cent year-on-year to $16.12 billion in July-November of the current financial year 2024-25 compared with those of $14.35 billion in the same period of FY24, driven by a pre-holiday rush for Christmas, Black Friday and Thanksgiving, as well as the clearing of the backlog of orders. According to the Export Promotion Bureau data released on Wednesday, the country’s overall export earnings in the five months of FY25 also increased by 11.76 per cent to $19.91 billion compared with those of $17.81billion in the same period of FY24. Bangladesh’s export earnings in November 2024 increased by $15.63 per cent year-on-year to $4.12 billion compared with those of $3.56 billion in the same month of 2023. Export earnings from readymade garment in the month also increased by 16.25 per cent to $3.31 billion compared with those of $2.84 billion in the same month of the past year. Mahmud Hasan Khan, a former vice-president of the Bangladesh Garment Manufacturers and Exporters Association, attributed the rise in apparel shipments to the accumulation of deferred orders from August and September. While he acknowledged that global buyers were placing more orders with Bangladeshi exporters, he pointed out that prices remained low, as manufacturers were compelled to accept orders at reduced rates due to increased production capacity. Mahmud also expressed concerns about the sustainability of this export growth, warning that it could falter without improvements in law and order and adequate banking support. He said that the aftershocks of recent political instability and labour unrests could surface in the coming months, as buyers might reconsider placing orders if the instability persisted. According to the EPB data, that export earnings from the knitwear subsector rose by 12.23 per cent to $8.96 billion in the five months of FY 25 compared with those of $7.97 billion in the same period of FY24. Earnings from woven garments grew by 12.48 per cent in the July-November period of FY25, reaching $7.17 billion, up from $6.38 billion in the corresponding period of the previous financial year. EPB vice-chairman Md Anwar Hossain said that despite challenges from the recent political changeover, Bangladesh’s export earnings had continued to grow, driven by the resilience of entrepreneurs and the dedication of workers. Labour situation has improved in the RMG sector and most of all the factories are running in full capacity across the country, he said while publishing the export earnings data for November at a press briefing held at the EPB office in the capital Dhaka. Anwar also said that export earnings had shown encouraging growth in recent months, driven by the peak season for shipments, which included the completion of the backlog of orders, the pre-holiday rush and the buyers’ end-of-year inventory management. The EPB data showed that the home textile sub-sector registered 5.03 per cent growth in exports in the July–November period, with earnings reaching $326.83 million. Exports of jute and jute goods in in the five months of FY25 totalled at $341.7 million, showing a decline of 9.99 per cent. Earnings from agricultural products such as vegetables, fruits and dry foods grew by 8.34 per cent to $495.38 million over the five months of FY25. Export earnings from engineering products increased by 5.70 per cent to $205.8 million in July-November of FY25. Exports of frozen and live fish rose by 11.62 per cent, amounting to $198.09 million in the period. Earnings from leather and leather goods exports totalled at $466.39 million, registering a growth of 7.61 per cent in the July-November period of FY25. Pharmaceutical exports amounted to $92.58 million, an increase of 13.14 per cent in the period. The EPB data also showed that exports of plastic products grew by 35.38 per cent, reaching $131.82 million in the five months of FY25.",https://www.newagebd.net/post/apparel/252026/apparel-exports-up-12.34pc-in-july-nov
Failed to fetch title,Content not available,https://www.newagebd.net/post/economy/252025/bangladeshs-outward-fdi-$81m-in-fy24-39pc-went-to-india-bb
Bashir calls for innovation in textile sector to face post-LDC challenges,"Sheikh Bashir Uddin, adviser to the Ministries of Textiles, Jute, and Commerce, has urged stakeholders to brace for challenges following Bangladesh’s graduation from least developed country status. Speaking at the National Textile Day 2024 seminar on Wednesday, he emphasised the need for unity and strategic planning to address potential disruptions in the sector. ‘We have many challenges ahead as an LDC graduate nation. The decision to reduce incentives is the right step. After LDC graduation, incentives will no longer be available, and we will face export market tariffs,’ Bashir Uddin remarked at the event held at the Jute Diversification Promotion Centre at Farmgate in Dhaka. Bashir Uddin called for increased adoption of solar energy and advanced technologies to reduce costs and enhance efficiency in the textile industry. ‘Solar power is a viable solution to cut expenses in this sector. Additionally, new entrants into the industry must be professionally skilled and academically prepared to drive its growth,’ he said. The seminar, titled ’Overview of the Textile Sector in Bangladesh: Problems, Prospects, and Smart Way Out,’ was organised by the Ministry of Textiles and Jute. It featured notable experts, policymakers and industry leaders addressing the sector’s current state and future. Md Abdur Rouf, secretary of the Ministry of Textiles and Jute, presided over the seminar, while Md Shahidul Islam, director general of the Textiles Department, delivered the opening address. Professor Ayub Khan from BGMEA University of Fashion and Technology highlighted the need for a ‘talent bank’ and skill development to ensure sustainable industry growth. BKMEA president Md Hatem stressed the importance of long-term planning and timely policies to advance the sector. ‘The development of the textile industry requires coordinated efforts and visionary strategies,’ he said. The event brought together senior officials, including additional secretaries of the Ministry of Textiles and Jute Subrata Sikder, Arifur Rahman Khan and Taslima Kaniz Nahida, along with BTMC chairman Brigadier General Md Ziaul Haque. Stakeholders from various sectors also participated, underscoring the importance of collaboration in addressing industry challenges.",https://www.newagebd.net/post/apparel/252024/bashir-calls-for-innovation-in-textile-sector-to-face-post-ldc-challenges
"Govt asks pvt sector to import, sell 3.92 lakh tonnes of rice by Dec 22","The government has allowed the private sector to import 3.92 lakh tonnes of rice within this month, aiming to keep rice price stable on the retail market across the country, according to the food ministry. A total of 92 private rice importers have already got the government approval to import the 3.92 lakh tonnes of rice, which includes 2.73 lakh tonnes of boiled and another 1.19 lakh tonnes of non-boiled ‘Atap’ rice. With this latest order,  the food ministry has given permission to some 277 private sector companies separately for the fourth times to import a total of 14.81 lakh tonnes of boiled and non-boiled ‘Atap’ rice within this month. ‘We have approved 92 private sector companies to import 3.92 lakh tonnes of boiled and non-boiled ‘Atap’ rice aiming to keep rice price stable on the retail market,’ said M Habibur Rahman Hosaini, additional secretary (procurement and supply) of the food ministry. The order has been issued almost two weeks ago to import the amount of rice immediately with a view to covering the gap of current Aman harvest, which is likely to end by the end of this month, said the official. The private importers must supply the rice on th eretail markets within December 22, according to the order. ‘The importers have to sell these amounts of rice in sacks directly on the market instead of re-packaging by the imported companies,’ said the official. While talking to BSS, Rice Arotder Samity general secretary Nirod Baran Saha said, ‘The government’s rice import decision would reduce the rice price further on the market. Even the import also will affect the newly harvested paddy price as the price of per kilogram of paddy is now at Tk 36 to 36.50.’ Earlier, the food ministry had allowed 185 private sector companies to import around 10.89 lakh tonnes of rice – where 7.92 lakh tonnes were boiled and the rest 2.97 lakh tonnes were non-boiled ‘Atap’ rice. The importers were asked to sell those amounts of rice by December 10. The public sector-accumulated food storage till Wednesday was at 10,88,351 tonnes – where some 6,66,728 tonnes of rice , 4,21,171 tonnes of wheat and the rest 681 tonnes of paddy.",https://www.newagebd.net/post/mis/252023/govt-asks-pvt-sector-to-import-sell-3.92-lakh-tonnes-of-rice-by-dec-22
"BB relaxes loan classification, provisioning rules for CMSMEs","The Bangladesh Bank has relaxed the rules of loan classification and provisioning for the cottage, micro, small and medium enterprises sector to create more employment opportunities through increasing investment. The central bank on Wednesday issued a circular to this end. As per the circular, financial institutions will have to keep 5 per cent provision on the outstanding amount of loan or lease kept in the ‘Special Mention Account’ after netting off the amount of interest suspense. But, 0.25 per cent provision will have to be kept for regular loans in the CMSME sector. For CMSME, financial intuitions will have to keep 5 per cent provision for sub-substandard loans, 20 per cent provision for doubtful loans and 100 per cent provision for bad and loss-classified loans or lease. For all other loans or lease, financial intuitions will have to keep 20 per cent provision for sub-substandard loans, 50 per cent provision for doubtful loans and 100 per cent provision for bad and loss-classified loans or lease. All other instructions of the master circular issued on July 26, 2021 will remain unchanged.",https://www.newagebd.net/post/banking/252022/bb-relaxes-loan-classification-provisioning-rules-for-cmsmes
OECD warns of protectionism weeks before Trump return,"The OECD warned Wednesday that protectionist trade measures pose a major risk to disrupting the world economy, just weeks before Donald Trump is set to return to the White House. The Organisation for Economic Cooperation and Development, a Paris-based body that advises industrialised nations on policy matters, never named Trump in its updated analysis of the world economy. But with the president-elect vowing to slap tariffs on US trading partners after his return to power next month, it was abundantly clear that the OECD was warning about Trump’s possible measures. While the organisation raised its 2025 global growth forecast to 3.3 per cent, it cautioned that ‘greater trade protectionism, particularly from the largest economies’ poses a ‘downside risk’ along with geopolitical tensions and high public debts. On the campaign trail, Trump threatened blanket tariffs of at least 10 per cent on all imports and since his election has vowed to slap 25 per cent import tariffs against Canada and Mexico, top US trade partners. ‘Increases in trade-restrictive measures could raise costs and prices, deter investment, weaken innovation and ultimately lower growth,’ the OECD warned in its economic outlook. ‘Further increases in global trade restrictions would add to import prices, raise production costs for businesses and reduce living standards for consumers,’ it added. During his first term in office from 2017 to 2021, Trump slapped tariffs on certain products from China and other trading partners, including the European Union, but on a smaller scale than the measures he has pledged to take upon his return to the White House. A recent study by the Roland Berger consultancy calculated the cost of the US measures and likely countermeasures by China and the EU at more than $2.1 trillion through 2029. Trump is far from the only risk in terms of protectionist measures. The Covid-19 pandemic and the war in Ukraine showed the dependency of many countries upon global trade, but instead of facilitating the exchange of goods and service many countries have sought to shorten certain supply chains and protect markets. A spat has also broken out between Brussels and Beijing after the EU imposed import tariffs on Chinese electric vehicles. China has retaliated with tariffs on EU brandy, including cognac. The OECD noted ‘the global economy has demonstrated remarkable resilience despite being subject to major shocks such as the pandemic and an energy crisis.’ It even raised its global growth forecast for next year to 3.3 per cent, an increase of 0.1 percentage points from its previous outlook in September, due in large part to the strong performance of the US economy. The OECD now sees the US economy expanding by 2.4 per cent next year, up from its September forecast of 1.6 per cent growth. It also raised its forecast of British growth next year by 0.5 percentage points, to 1.7 per cent, due to higher public spending planned by the new Labour government. China’s economy is now expected to expand by 4.7 per cent next year, an increase of 0.2 percentage points, while India’s growth forecast was raised 0.1 percentage points to 6.9 per cent. But both France and Germany saw to 0.3 percentage point cuts to their 2025 growth forecasts, to 0.9 per cent and 0.7 per cent, as both countries face political crises amid mounting fiscal pressure. The downgraded forecast comes as France’s new minority government faces being brought down Wednesday by lawmakers after it forced through the adoption of the social welfare budget.",https://www.newagebd.net/post/business-economy/252021/oecd-warns-of-protectionism-weeks-before-trump-return
